,Locality,Total Count,Total Expenditures,month,year
9690,770 - Roanoke City,865,572709.73,11,2022
10683,770 - Roanoke City,847,447617.53,10,2022
11679,770 - Roanoke City,923,517335.59,9,2022
740,770 - Roanoke City,935,663521.61,4,2023
1863,770 - Roanoke City,1043,762407.93,8,2023
2857,770 - Roanoke City,1073,748902.76,12,2023
3725,770 - Roanoke City,908,631171.02,2,2023
4721,770 - Roanoke City,858,619399.65,1,2023
5841,770 - Roanoke City,1016,766197.62,7,2023
6710,770 - Roanoke City,965,700453.16,6,2023
7706,770 - Roanoke City,931,569086.06,3,2023
8697,770 - Roanoke City,963,587679.35,5,2023
9816,770 - Roanoke City,1113,784538.63,11,2023
10808,770 - Roanoke City,1089,758714.98,10,2023
11804,770 - Roanoke City,1094,795900.19,9,2023
865,770 - Roanoke City,1136,797800.92,4,2024
1989,770 - Roanoke City,1236,1024951.53,8,2024
2983,770 - Roanoke City,1167,818717,12,2024
3852,770 - Roanoke City,1103,819367.76,2,2024
4846,770 - Roanoke City,1098,770300.88,1,2024
5967,770 - Roanoke City,1172,863099.14,7,2024
6836,770 - Roanoke City,1134,858458.44,6,2024
7831,770 - Roanoke City,1118,757332.98,3,2024
8822,770 - Roanoke City,1088,785621.98,5,2024
9942,770 - Roanoke City,1140,852705,11,2024
10934,770 - Roanoke City,1168,797063.14,10,2024
11930,770 - Roanoke City,1221,878824.98,9,2024
991,770 - Roanoke City,1282,913677,4,2025
3978,770 - Roanoke City,1227,910939,2,2025
4972,770 - Roanoke City,1191,876672,1,2025
6962,770 - Roanoke City,1239,894071,6,2025
7957,770 - Roanoke City,1225,777277,3,2025
8948,770 - Roanoke City,1243,905711,5,2025
1116,790 - Staunton,43,19649,8,2017
2114,790 - Staunton,47,18551,12,2017
5097,790 - Staunton,49,21798,7,2017
9073,790 - Staunton,53,22119,11,2017
10066,790 - Staunton,45,13718,10,2017
11059,790 - Staunton,57,29184,9,2017
120,790 - Staunton,57,16989,4,2018
1241,790 - Staunton,75,38668,8,2018
2238,790 - Staunton,45,17735,12,2018
3108,790 - Staunton,65,27303,2,2018
4103,790 - Staunton,44,14473,1,2018
5222,790 - Staunton,57,27659,7,2018
6091,790 - Staunton,56,16719,6,2018
7087,790 - Staunton,58,17545,3,2018
8083,790 - Staunton,58,15143,5,2018
9196,790 - Staunton,46,20788,11,2018
10190,790 - Staunton,53,19406,10,2018
11184,790 - Staunton,63,22736,9,2018
245,790 - Staunton,57,24465,4,2019
1366,790 - Staunton,68,34557,8,2019
2362,790 - Staunton,82,27549,12,2019
3232,790 - Staunton,59,31831,2,2019
4227,790 - Staunton,50,19516,1,2019
5346,790 - Staunton,61,30517,7,2019
6216,790 - Staunton,65,29859,6,2019
7212,790 - Staunton,52,23576,3,2019
8208,790 - Staunton,59,27038,5,2019
9320,790 - Staunton,77,35437,11,2019
10314,790 - Staunton,83,29553,10,2019
11308,790 - Staunton,82,35320.8,9,2019
370,790 - Staunton,72,24623.2,4,2020
1489,790 - Staunton,60,30378,8,2020
2482,790 - Staunton,49,24253.6,12,2020
3357,790 - Staunton,78,30432.6,2,2020
4352,790 - Staunton,75,26135.2,1,2020
5467,790 - Staunton,54,33605,7,2020
6338,790 - Staunton,54,27601.8,6,2020
7337,790 - Staunton,71,26987,3,2020
8327,790 - Staunton,45,20047,5,2020
9442,790 - Staunton,55,25736,11,2020
10435,790 - Staunton,62,27248,10,2020
11431,790 - Staunton,55,43756.8,9,2020
491,790 - Staunton,42,18217,4,2021
1613,790 - Staunton,50,28921,8,2021
2607,790 - Staunton,58,31125.4,12,2021
3477,790 - Staunton,41,16250,2,2021
4472,790 - Staunton,47,19875,1,2021
5591,790 - Staunton,44,30721,7,2021
6461,790 - Staunton,44,19114,6,2021
7458,790 - Staunton,41,16076,3,2021
8448,790 - Staunton,42,19629,5,2021
9566,790 - Staunton,58,28879.71,11,2021
10559,790 - Staunton,54,30541,10,2021
11555,790 - Staunton,41,21394,9,2021
615,790 - Staunton,64,38084.2,4,2022
1738,790 - Staunton,60,46493.6,8,2022
2732,790 - Staunton,69,54891.6,12,2022
3601,790 - Staunton,58,32314.2,2,2022
4597,790 - Staunton,65,38636.8,1,2022
5715,790 - Staunton,51,34164.6,7,2022
6585,790 - Staunton,67,33868.4,6,2022
7582,790 - Staunton,55,28211.2,3,2022
8572,790 - Staunton,67,38534.4,5,2022
9691,790 - Staunton,74,52671.4,11,2022
10684,790 - Staunton,70,33744.8,10,2022
11680,790 - Staunton,69,35975,9,2022
741,790 - Staunton,85,72878,4,2023
1864,790 - Staunton,95,76323,8,2023
2858,790 - Staunton,86,66741,12,2023
3726,790 - Staunton,82,58066,2,2023
4722,790 - Staunton,69,51247.8,1,2023
5842,790 - Staunton,90,72222,7,2023
6711,790 - Staunton,80,68990,6,2023
7707,790 - Staunton,79,46954,3,2023
8698,790 - Staunton,81,55526,5,2023
9817,790 - Staunton,83,63174,11,2023
10809,790 - Staunton,78,53108.66,10,2023
11805,790 - Staunton,82,56221.66,9,2023
866,790 - Staunton,72,48580,4,2024
1990,790 - Staunton,76,63874.7,8,2024
2984,790 - Staunton,66,45331.67,12,2024
3853,790 - Staunton,76,60861,2,2024
4847,790 - Staunton,81,55473,1,2024
5968,790 - Staunton,82,65029,7,2024
6837,790 - Staunton,76,53531.7,6,2024
7832,790 - Staunton,72,52213,3,2024
8823,790 - Staunton,71,52247.7,5,2024
9943,790 - Staunton,62,48452.21,11,2024
10935,790 - Staunton,60,40545.71,10,2024
11931,790 - Staunton,70,47946.8,9,2024
992,790 - Staunton,67,48430.67,4,2025
3979,790 - Staunton,70,53045.21,2,2025
4973,790 - Staunton,68,51526.94,1,2025
6963,790 - Staunton,73,59991.24,6,2025
7958,790 - Staunton,59,41277.4,3,2025
8949,790 - Staunton,61,48151.94,5,2025
1117,800 - Suffolk,181,68737,8,2017
2115,800 - Suffolk,183,67834,12,2017
5098,800 - Suffolk,196,81981,7,2017
9074,800 - Suffolk,180,69404,11,2017
10067,800 - Suffolk,175,56173,10,2017
11060,800 - Suffolk,176,67779,9,2017
121,800 - Suffolk,170,61405,4,2018
1242,800 - Suffolk,160,83570,8,2018
2239,800 - Suffolk,156,77804,12,2018
3109,800 - Suffolk,175,63601,2,2018
4104,800 - Suffolk,174,57143,1,2018
5223,800 - Suffolk,160,85430,7,2018
6092,800 - Suffolk,168,58671,6,2018
7088,800 - Suffolk,162,55537,3,2018
8084,800 - Suffolk,166,54470,5,2018
9197,800 - Suffolk,156,79195,11,2018
10191,800 - Suffolk,152,63651,10,2018
11185,800 - Suffolk,164,91595,9,2018
246,800 - Suffolk,201,104497,4,2019
1367,800 - Suffolk,216,132418,8,2019
2363,800 - Suffolk,192,95818.2,12,2019
3233,800 - Suffolk,189,113545,2,2019
4228,800 - Suffolk,162,74468,1,2019
5347,800 - Suffolk,225,124982.8,7,2019
6217,800 - Suffolk,210,117702,6,2019
7213,800 - Suffolk,191,91872,3,2019
8209,800 - Suffolk,204,111842,5,2019
9321,800 - Suffolk,203,101581.8,11,2019
10315,800 - Suffolk,196,87578.6,10,2019
11309,800 - Suffolk,215,126209,9,2019
371,800 - Suffolk,206,91306.8,4,2020
1490,800 - Suffolk,170,109409,8,2020
2483,800 - Suffolk,168,89267.47,12,2020
3358,800 - Suffolk,213,116581.8,2,2020
4353,800 - Suffolk,202,99367.2,1,2020
5468,800 - Suffolk,186,145563,7,2020
6339,800 - Suffolk,193,141581,6,2020
7338,800 - Suffolk,210,94638.4,3,2020
8328,800 - Suffolk,147,85587.8,5,2020
9443,800 - Suffolk,172,95375.94,11,2020
10436,800 - Suffolk,193,94944.8,10,2020
11432,800 - Suffolk,176,101339,9,2020
492,800 - Suffolk,150,82286.2,4,2021
1614,800 - Suffolk,208,142619.92,8,2021
2608,800 - Suffolk,236,155585.56,12,2021
3478,800 - Suffolk,154,74335.13,2,2021
4473,800 - Suffolk,158,82875.41,1,2021
5592,800 - Suffolk,200,140897.76,7,2021
6462,800 - Suffolk,170,89488.68,6,2021
7459,800 - Suffolk,152,75429.26,3,2021
8449,800 - Suffolk,163,92207.28,5,2021
9567,800 - Suffolk,225,134555.64,11,2021
10560,800 - Suffolk,227,130975.24,10,2021
11556,800 - Suffolk,212,135754.52,9,2021
616,800 - Suffolk,261,173081.81,4,2022
1739,800 - Suffolk,287,187235.96,8,2022
2733,800 - Suffolk,309,252520.04,12,2022
3602,800 - Suffolk,253,148318.67,2,2022
4598,800 - Suffolk,248,165785.68,1,2022
5716,800 - Suffolk,307,211977.56,7,2022
6586,800 - Suffolk,281,175104.77,6,2022
7583,800 - Suffolk,263,149136.4,3,2022
8573,800 - Suffolk,287,168178.87,5,2022
9692,800 - Suffolk,294,230552.36,11,2022
10685,800 - Suffolk,312,175833.07,10,2022
11681,800 - Suffolk,290,204573.67,9,2022
742,800 - Suffolk,348,269546.41,4,2023
1865,800 - Suffolk,379,292601.08,8,2023
2859,800 - Suffolk,433,353120.02,12,2023
3727,800 - Suffolk,324,244072.48,2,2023
4723,800 - Suffolk,299,245923.31,1,2023
5843,800 - Suffolk,379,305815.7,7,2023
6712,800 - Suffolk,344,275122.13,6,2023
7708,800 - Suffolk,329,223039.5,3,2023
8699,800 - Suffolk,342,235448.48,5,2023
9818,800 - Suffolk,408,337363.02,11,2023
10810,800 - Suffolk,387,305420.08,10,2023
11806,800 - Suffolk,383,336719.15,9,2023
867,800 - Suffolk,466,366858.7,4,2024
1991,800 - Suffolk,456,423727.29,8,2024
2985,800 - Suffolk,395,312308,12,2024
3854,800 - Suffolk,451,378873.61,2,2024
4848,800 - Suffolk,430,331210.38,1,2024
5969,800 - Suffolk,457,383349.21,7,2024
6838,800 - Suffolk,483,419813.82,6,2024
7833,800 - Suffolk,451,352634.59,3,2024
8824,800 - Suffolk,473,391213.4,5,2024
9944,800 - Suffolk,407,353863,11,2024
10936,800 - Suffolk,415,322740.09,10,2024
11932,800 - Suffolk,475,379610.34,9,2024
993,800 - Suffolk,378,288380,4,2025
3980,800 - Suffolk,401,331817,2,2025
4974,800 - Suffolk,394,317072,1,2025
6964,800 - Suffolk,377,294812,6,2025
7959,800 - Suffolk,378,273858,3,2025
8950,800 - Suffolk,391,309900,5,2025
1118,810 - Virginia Beach,1043,519610,8,2017
2116,810 - Virginia Beach,1089,513999,12,2017
5099,810 - Virginia Beach,1124,619650,7,2017
9075,810 - Virginia Beach,1084,502431,11,2017
10068,810 - Virginia Beach,1140,452201,10,2017
11061,810 - Virginia Beach,1049,564251,9,2017
122,810 - Virginia Beach,1045,475666,4,2018
1243,810 - Virginia Beach,958,670450,8,2018
2240,810 - Virginia Beach,959,615818,12,2018
3110,810 - Virginia Beach,1024,458465,2,2018
4105,810 - Virginia Beach,1038,454280,1,2018
5224,810 - Virginia Beach,1023,693560,7,2018
6093,810 - Virginia Beach,1013,504818,6,2018
7089,810 - Virginia Beach,1030,440641,3,2018
8085,810 - Virginia Beach,1024,471764,5,2018
9198,810 - Virginia Beach,951,638883,11,2018
10192,810 - Virginia Beach,956,521615,10,2018
11186,810 - Virginia Beach,990,671195,9,2018
247,810 - Virginia Beach,1010,623814,4,2019
1368,810 - Virginia Beach,1100,764540.2,8,2019
2364,810 - Virginia Beach,1153,677426,12,2019
3234,810 - Virginia Beach,928,614827,2,2019
4229,810 - Virginia Beach,931,568701,1,2019
5348,810 - Virginia Beach,1127,725498.4,7,2019
6218,810 - Virginia Beach,1067,732895,6,2019
7214,810 - Virginia Beach,947,594124,3,2019
8210,810 - Virginia Beach,1068,695248,5,2019
9322,810 - Virginia Beach,1127,723999.6,11,2019
10316,810 - Virginia Beach,1107,625493.2,10,2019
11310,810 - Virginia Beach,1092,717016.6,9,2019
372,810 - Virginia Beach,1141,589653.2,4,2020
1491,810 - Virginia Beach,922,648900.8,8,2020
2484,810 - Virginia Beach,833,502845.6,12,2020
3359,810 - Virginia Beach,1182,777265.45,2,2020
4354,810 - Virginia Beach,1140,689831.6,1,2020
5469,810 - Virginia Beach,964,805042.2,7,2020
6340,810 - Virginia Beach,1000,893401.8,6,2020
7339,810 - Virginia Beach,1159,672369.9,3,2020
8329,810 - Virginia Beach,709,480510,5,2020
9444,810 - Virginia Beach,839,534679.2,11,2020
10437,810 - Virginia Beach,915,549588,10,2020
11433,810 - Virginia Beach,909,600634.6,9,2020
493,810 - Virginia Beach,846,538410.8,4,2021
1615,810 - Virginia Beach,1055,831576.2,8,2021
2609,810 - Virginia Beach,1262,954711.67,12,2021
3479,810 - Virginia Beach,822,491784.2,2,2021
4474,810 - Virginia Beach,815,522751.8,1,2021
5593,810 - Virginia Beach,1018,851992,7,2021
6463,810 - Virginia Beach,930,631050.8,6,2021
7460,810 - Virginia Beach,828,453295.2,3,2021
8450,810 - Virginia Beach,865,613891.8,5,2021
9568,810 - Virginia Beach,1233,864666.78,11,2021
10561,810 - Virginia Beach,1215,861205.8,10,2021
11557,810 - Virginia Beach,1118,850935.2,9,2021
617,810 - Virginia Beach,1464,1150327.38,4,2022
1740,810 - Virginia Beach,1532,1235862.98,8,2022
2734,810 - Virginia Beach,1749,1506198.49,12,2022
3603,810 - Virginia Beach,1358,971429.62,2,2022
4599,810 - Virginia Beach,1334,1063420.57,1,2022
5717,810 - Virginia Beach,1573,1220989.97,7,2022
6587,810 - Virginia Beach,1505,1113948.31,6,2022
7584,810 - Virginia Beach,1402,968405.45,3,2022
8574,810 - Virginia Beach,1486,1073866.87,5,2022
9693,810 - Virginia Beach,1677,1347137.53,11,2022
10686,810 - Virginia Beach,1727,1237493.02,10,2022
11682,810 - Virginia Beach,1590,1287535.27,9,2022
743,810 - Virginia Beach,1807,1516055.95,4,2023
1866,810 - Virginia Beach,1869,1540452.99,8,2023
2860,810 - Virginia Beach,1937,1605707.19,12,2023
3728,810 - Virginia Beach,1771,1416068.38,2,2023
4724,810 - Virginia Beach,1776,1505532.08,1,2023
5844,810 - Virginia Beach,1932,1722680.81,7,2023
6713,810 - Virginia Beach,1887,1597753.86,6,2023
7709,810 - Virginia Beach,1799,1310058.73,3,2023
8700,810 - Virginia Beach,1837,1347854.53,5,2023
9819,810 - Virginia Beach,1943,1553566.49,11,2023
10811,810 - Virginia Beach,1872,1431557.74,10,2023
11807,810 - Virginia Beach,1960,1661372.95,9,2023
868,810 - Virginia Beach,1952,1516995.87,4,2024
1992,810 - Virginia Beach,2101,1903403.07,8,2024
2986,810 - Virginia Beach,2018,1559162,12,2024
3855,810 - Virginia Beach,1960,1645358.45,2,2024
4849,810 - Virginia Beach,1956,1528876.28,1,2024
5970,810 - Virginia Beach,2147,1749449.91,7,2024
6839,810 - Virginia Beach,2054,1782239.8,6,2024
7834,810 - Virginia Beach,1958,1500810.75,3,2024
8825,810 - Virginia Beach,2030,1658232.26,5,2024
9945,810 - Virginia Beach,1936,1629236,11,2024
10937,810 - Virginia Beach,1944,1474696.05,10,2024
11933,810 - Virginia Beach,2123,1698204.92,9,2024
994,810 - Virginia Beach,2153,1663612,4,2025
3981,810 - Virginia Beach,2136,1784429,2,2025
4975,810 - Virginia Beach,2065,1690185,1,2025
6965,810 - Virginia Beach,2165,1748072,6,2025
7960,810 - Virginia Beach,2142,1558024,3,2025
8951,810 - Virginia Beach,2174,1769799,5,2025
1119,820 - Waynesboro,59,19253,8,2017
2117,820 - Waynesboro,44,15311,12,2017
5100,820 - Waynesboro,67,23085,7,2017
9076,820 - Waynesboro,40,11623,11,2017
10069,820 - Waynesboro,45,15315,10,2017
11062,820 - Waynesboro,51,15675,9,2017
123,820 - Waynesboro,54,19579,4,2018
1244,820 - Waynesboro,52,24553,8,2018
2241,820 - Waynesboro,48,17622,12,2018
3111,820 - Waynesboro,53,16218,2,2018
4106,820 - Waynesboro,49,17356,1,2018
5225,820 - Waynesboro,52,28070,7,2018
6094,820 - Waynesboro,50,18086,6,2018
7090,820 - Waynesboro,49,15037,3,2018
8086,820 - Waynesboro,48,16189,5,2018
9199,820 - Waynesboro,53,22047,11,2018
10193,820 - Waynesboro,50,24680,10,2018
11187,820 - Waynesboro,50,20640,9,2018
248,820 - Waynesboro,47,16591,4,2019
1369,820 - Waynesboro,64,26089,8,2019
2365,820 - Waynesboro,67,22333.6,12,2019
3235,820 - Waynesboro,52,21118,2,2019
4230,820 - Waynesboro,47,16368,1,2019
5349,820 - Waynesboro,61,29302,7,2019
6219,820 - Waynesboro,53,22798,6,2019
7215,820 - Waynesboro,50,22287,3,2019
8211,820 - Waynesboro,62,25411,5,2019
9323,820 - Waynesboro,69,25586.2,11,2019
10317,820 - Waynesboro,66,19938.6,10,2019
11311,820 - Waynesboro,64,21475.8,9,2019
373,820 - Waynesboro,58,19871.4,4,2020
1492,820 - Waynesboro,42,24448,8,2020
2485,820 - Waynesboro,33,13345.8,12,2020
3360,820 - Waynesboro,59,22325.6,2,2020
4355,820 - Waynesboro,65,20926.8,1,2020
5470,820 - Waynesboro,51,32876,7,2020
6341,820 - Waynesboro,42,19607,6,2020
7340,820 - Waynesboro,59,17426.6,3,2020
8330,820 - Waynesboro,47,19448,5,2020
9445,820 - Waynesboro,35,14721.6,11,2020
10438,820 - Waynesboro,40,13600,10,2020
11434,820 - Waynesboro,48,24086,9,2020
494,820 - Waynesboro,44,17395.8,4,2021
1616,820 - Waynesboro,47,30542.2,8,2021
2610,820 - Waynesboro,51,23160.4,12,2021
3480,820 - Waynesboro,36,15389.8,2,2021
4475,820 - Waynesboro,34,11896.4,1,2021
5594,820 - Waynesboro,49,33225.2,7,2021
6464,820 - Waynesboro,44,21457.8,6,2021
7461,820 - Waynesboro,39,14499,3,2021
8451,820 - Waynesboro,42,23865.2,5,2021
9569,820 - Waynesboro,46,23732.2,11,2021
10562,820 - Waynesboro,45,22902.2,10,2021
11558,820 - Waynesboro,53,23171,9,2021
618,820 - Waynesboro,68,34539.4,4,2022
1741,820 - Waynesboro,92,51493.1,8,2022
2735,820 - Waynesboro,82,60381,12,2022
3604,820 - Waynesboro,62,26546.6,2,2022
4600,820 - Waynesboro,58,33163,1,2022
5718,820 - Waynesboro,82,47990.2,7,2022
6588,820 - Waynesboro,77,36645.6,6,2022
7585,820 - Waynesboro,58,25671,3,2022
8575,820 - Waynesboro,71,36367.6,5,2022
9694,820 - Waynesboro,78,57203,11,2022
10687,820 - Waynesboro,82,42275.2,10,2022
11683,820 - Waynesboro,92,51585.8,9,2022
744,820 - Waynesboro,88,68090.99,4,2023
1867,820 - Waynesboro,92,69571.33,8,2023
2861,820 - Waynesboro,82,62621.68,12,2023
3729,820 - Waynesboro,80,54903,2,2023
4725,820 - Waynesboro,80,60910,1,2023
5845,820 - Waynesboro,97,80752.99,7,2023
6714,820 - Waynesboro,100,76288.99,6,2023
7710,820 - Waynesboro,81,49975,3,2023
8701,820 - Waynesboro,88,56000.99,5,2023
9820,820 - Waynesboro,84,62090.03,11,2023
10812,820 - Waynesboro,76,54767.75,10,2023
11808,820 - Waynesboro,84,59886.66,9,2023
869,820 - Waynesboro,71,51213,4,2024
1993,820 - Waynesboro,76,65279,8,2024
2987,820 - Waynesboro,68,47342,12,2024
3856,820 - Waynesboro,79,61800.34,2,2024
4850,820 - Waynesboro,74,56826.74,1,2024
5971,820 - Waynesboro,72,61447,7,2024
6840,820 - Waynesboro,75,59323,6,2024
7835,820 - Waynesboro,76,53681,3,2024
8826,820 - Waynesboro,78,54799,5,2024
9946,820 - Waynesboro,65,49768,11,2024
10938,820 - Waynesboro,72,45073,10,2024
11934,820 - Waynesboro,77,49004,9,2024
995,820 - Waynesboro,56,37426,4,2025
3982,820 - Waynesboro,66,49959,2,2025
4976,820 - Waynesboro,61,47781,1,2025
6966,820 - Waynesboro,63,49678,6,2025
7961,820 - Waynesboro,58,37107,3,2025
8952,820 - Waynesboro,55,38145,5,2025
1120,830 - Williamsburg,50,26152,8,2017
2118,830 - Williamsburg,36,14544,12,2017
5101,830 - Williamsburg,47,24452,7,2017
9077,830 - Williamsburg,48,25042,11,2017
10070,830 - Williamsburg,49,21873,10,2017
11063,830 - Williamsburg,50,24449,9,2017
124,830 - Williamsburg,34,20337,4,2018
1245,830 - Williamsburg,46,27786,8,2018
2242,830 - Williamsburg,40,21823,12,2018
3112,830 - Williamsburg,36,16885,2,2018
4107,830 - Williamsburg,34,17515,1,2018
5226,830 - Williamsburg,42,22348,7,2018
6095,830 - Williamsburg,40,19206,6,2018
7091,830 - Williamsburg,33,13637,3,2018
8087,830 - Williamsburg,38,15970,5,2018
9200,830 - Williamsburg,47,24659,11,2018
10194,830 - Williamsburg,47,23377,10,2018
11188,830 - Williamsburg,43,27911,9,2018
249,830 - Williamsburg,47,25362,4,2019
1370,830 - Williamsburg,51,26452.2,8,2019
2366,830 - Williamsburg,37,14322.9,12,2019
3236,830 - Williamsburg,36,19143,2,2019
4231,830 - Williamsburg,39,17992,1,2019
5350,830 - Williamsburg,42,24723.6,7,2019
6220,830 - Williamsburg,45,28081,6,2019
7216,830 - Williamsburg,37,15631,3,2019
8212,830 - Williamsburg,43,22579,5,2019
9324,830 - Williamsburg,31,20206,11,2019
10318,830 - Williamsburg,38,17326.9,10,2019
11312,830 - Williamsburg,37,23075.2,9,2019
374,830 - Williamsburg,23,11558,4,2020
1493,830 - Williamsburg,26,16834,8,2020
2486,830 - Williamsburg,26,13460.2,12,2020
3361,830 - Williamsburg,33,15756.1,2,2020
4356,830 - Williamsburg,36,21481.8,1,2020
5471,830 - Williamsburg,26,18503.4,7,2020
6342,830 - Williamsburg,23,12741,6,2020
7341,830 - Williamsburg,24,12822.3,3,2020
8331,830 - Williamsburg,20,10790.2,5,2020
9446,830 - Williamsburg,22,12566.6,11,2020
10439,830 - Williamsburg,31,14990.4,10,2020
11435,830 - Williamsburg,26,13836.4,9,2020
495,830 - Williamsburg,18,10529.4,4,2021
1617,830 - Williamsburg,17,14432,8,2021
2611,830 - Williamsburg,24,17260.96,12,2021
3481,830 - Williamsburg,21,11638.4,2,2021
4476,830 - Williamsburg,18,11975.2,1,2021
5595,830 - Williamsburg,20,15884,7,2021
6465,830 - Williamsburg,17,12007.8,6,2021
7462,830 - Williamsburg,19,8985,3,2021
8452,830 - Williamsburg,21,11935.8,5,2021
9570,830 - Williamsburg,21,14332.88,11,2021
10563,830 - Williamsburg,23,16824.36,10,2021
11559,830 - Williamsburg,19,14480.96,9,2021
619,830 - Williamsburg,31,24274.44,4,2022
1742,830 - Williamsburg,39,30608,8,2022
2736,830 - Williamsburg,40,36792,12,2022
3605,830 - Williamsburg,26,19562.88,2,2022
4601,830 - Williamsburg,22,17089.24,1,2022
5719,830 - Williamsburg,34,25282.2,7,2022
6589,830 - Williamsburg,33,25362.92,6,2022
7586,830 - Williamsburg,27,19282.6,3,2022
8576,830 - Williamsburg,32,23580.88,5,2022
9695,830 - Williamsburg,41,33030,11,2022
10688,830 - Williamsburg,35,26540.05,10,2022
11684,830 - Williamsburg,38,31764,9,2022
745,830 - Williamsburg,42,37750,4,2023
1868,830 - Williamsburg,33,28132,8,2023
2862,830 - Williamsburg,32,27911,12,2023
3730,830 - Williamsburg,45,40996,2,2023
4726,830 - Williamsburg,45,39704,1,2023
5846,830 - Williamsburg,38,33361,7,2023
6715,830 - Williamsburg,40,36091,6,2023
7711,830 - Williamsburg,41,30577,3,2023
8702,830 - Williamsburg,44,30781,5,2023
9821,830 - Williamsburg,30,24646,11,2023
10813,830 - Williamsburg,36,27558,10,2023
11809,830 - Williamsburg,27,25534,9,2023
870,830 - Williamsburg,32,26095,4,2024
