Locality,Total Count,Total Expenditures,month,year,,,
Accomack,21,3880,7,2017,,,
Accomack,20,3657,8,2017,,,
Accomack,26,5875,9,2017,,,
Accomack,30,6396,10,2017,,,
Accomack,27,5933,11,2017,,,
Accomack,27,5450,12,2017,,,
Accomack,26,4690,1,2018,,25.16666667,5198.5
Accomack,24,5089,2,2018,,,
Accomack,24,4446,3,2018,,,
Accomack,17,3419,4,2018,,,
Accomack,21,4902,5,2018,,,
Accomack,23,4830,6,2018,,,
Accomack,23,6378,7,2018,,,
Accomack,19,5497,8,2018,,,
Accomack,19,5459,9,2018,,,
Accomack,14,4004,10,2018,,,
Accomack,13,3290,11,2018,,,
Accomack,21,5951,12,2018,,20.33333333,4829.583333
Accomack,19,4863,1,2019,,,
Accomack,24,6975,2,2019,,,
Accomack,22,5969,3,2019,,,
Accomack,26,7375,4,2019,,,
Accomack,27,6939,5,2019,,,
Accomack,26,7533,6,2019,,,
Accomack,30,8909.7,7,2019,,,
Accomack,32,7921,8,2019,,,
Accomack,36,8826,9,2019,,,
Accomack,25,6388,10,2019,,,
Accomack,29,9314,11,2019,,,
Accomack,30,7808.2,12,2019,,27.16666667,
Accomack,28,8365,1,2020,,,
Accomack,32,8641,2,2020,,,
Accomack,27,7169.9,3,2020,,,
Accomack,24,5232.6,4,2020,,,
Accomack,16,5062,5,2020,,,
Accomack,27,12522,6,2020,,,
Accomack,26,13258,7,2020,,,
Accomack,26,8052,8,2020,,,
Accomack,21,6204,9,2020,,,
Accomack,22,4279.4,10,2020,,,
Accomack,21,4260.8,11,2020,,,
Accomack,18,3885.9,12,2020,,,
Accomack,14,3363.6,1,2021,,,
Accomack,REDACTED,1302.5,2,2021,,,
Accomack,REDACTED,1410.8,3,2021,,,
Accomack,12,2320.5,4,2021,,,
Accomack,15,3131.4,5,2021,,,
Accomack,15,3274.9,6,2021,,,
Accomack,16,6182.1,7,2021,,,
Accomack,17,6679,8,2021,,,
Accomack,17,5675.5,9,2021,,,
Accomack,19,6154.3,10,2021,,,
Accomack,19,6487,11,2021,,,
Accomack,22,7836,12,2021,,,
Accomack,18,6628,1,2022,,,
Accomack,20,7653,2,2022,,,
Accomack,21,7311.5,3,2022,,,
Accomack,21,8053,4,2022,,,
Accomack,25,8990.5,5,2022,,,
Accomack,24,9649.5,6,2022,,,
Accomack,35,13595.5,7,2022,,,
Accomack,33,14061,8,2022,,,
Accomack,38,16753,9,2022,,,
Accomack,39,14759,10,2022,,,
Accomack,35,27658,11,2022,,,
Accomack,42,36124,12,2022,,,
Accomack,43,35221,1,2023,,,
Accomack,44,32658,2,2023,,,
Accomack,46,31228,3,2023,,,
Accomack,51,39314,4,2023,,,
Accomack,50,32732,5,2023,,,
Accomack,53,41447,6,2023,,,
Accomack,62,45957,7,2023,,,
Accomack,77,51875,8,2023,,,
Accomack,69,53444,9,2023,,,
Accomack,47,37445,10,2023,,,
Accomack,51,42263,11,2023,,,
Accomack,55,46889,12,2023,,,
Accomack,58,52627,2,2024,,,
Accomack,63,51286,5,2024,,,
Accomack,64,54371,6,2024,,,
Accomack,74,55599,7,2024,,,
Accomack,85,71440,8,2024,,,
Accomack,92,67634,9,2024,,,
Accomack,64,46183,10,2024,,,
Accomack,70,50410,11,2024,,,
Accomack,70,47158,12,2024,,,
Accomack,67,51022,1,2025,,,
Accomack,76,56800,2,2025,,,
Accomack,74,47384,3,2025,,,
Accomack,67,49610,4,2025,,,
Accomack,71,51347,5,2025,,,
Accomack,69,48993,6,2025,,,
Albemarle,136,72086,7,2017,,,
Albemarle,134,81946,8,2017,,,
Albemarle,149,92114,9,2017,,,
Albemarle,127,57530,10,2017,,,
Albemarle,128,89368,11,2017,,,
Albemarle,128,67874,12,2017,,,
Albemarle,124,58162,1,2018,,,
Albemarle,123,74601,2,2018,,,
Albemarle,135,75367,3,2018,,,
Albemarle,125,74318,4,2018,,,
Albemarle,126,78907,5,2018,,,
Albemarle,127,79140,6,2018,,,
Albemarle,119,80135,7,2018,,,
Albemarle,108,84963,8,2018,,,
Albemarle,105,72631,9,2018,,,
Albemarle,93,56351,10,2018,,,
Albemarle,84,64152,11,2018,,,
Albemarle,88,61852,12,2018,,,
Albemarle,90,52276,1,2019,,,
Albemarle,91,66799,2,2019,,,
Albemarle,89,57324,3,2019,,,
Albemarle,91,63548,4,2019,,,
Albemarle,99,68829,5,2019,,,
Albemarle,94,67705,6,2019,,,
Albemarle,103,68604.2,7,2019,,,
Albemarle,129,92914.6,8,2019,,,
Albemarle,141,83993,9,2019,,,
Albemarle,132,76590.2,10,2019,,,
Albemarle,124,84218.4,11,2019,,,
Albemarle,98,57846,12,2019,,,
Albemarle,121,79048,1,2020,,,
Albemarle,122,90322,2,2020,,,
Albemarle,121,80113,3,2020,,,
Albemarle,115,59104.8,4,2020,,,
Albemarle,59,41092,5,2020,,,
Albemarle,102,91549.2,6,2020,,,
Albemarle,112,107597.8,7,2020,,,
Albemarle,108,77095,8,2020,,,
Albemarle,89,54224,9,2020,,,
Albemarle,95,58404.4,10,2020,,,
Albemarle,91,62650,11,2020,,,
Albemarle,91,57824.6,12,2020,,,
Albemarle,89,55763.4,1,2021,,,
Albemarle,92,57419.8,2,2021,,,
Albemarle,90,49573,3,2021,,,
Albemarle,102,69085.2,4,2021,,,
Albemarle,105,76837,5,2021,,,
Albemarle,109,76434,6,2021,,,
Albemarle,122,92120,7,2021,,,
Albemarle,124,101610,8,2021,,,
Albemarle,136,102768.2,9,2021,,,
Albemarle,132,96726.2,10,2021,,,
Albemarle,123,93529,11,2021,,,
Albemarle,137,105200.6,12,2021,,,
Albemarle,133,104223.4,1,2022,,,
Albemarle,138,127531,2,2022,,,
Albemarle,144,106600.4,3,2022,,,
Albemarle,157,124138.6,4,2022,,,
Albemarle,156,118580.6,5,2022,,,
Albemarle,157,126550,6,2022,,,
Albemarle,182,135385.6,7,2022,,,
Albemarle,177,136238.2,8,2022,,,
Albemarle,169,126296.6,9,2022,,,
Albemarle,132,96898.8,10,2022,,,
Albemarle,155,131081,11,2022,,,
Albemarle,155,146998,12,2022,,,
Albemarle,165,158615.62,1,2023,,,
Albemarle,188,158423.99,2,2023,,,
Albemarle,177,140636.15,3,2023,,,
Albemarle,189,168730.46,4,2023,,,
Albemarle,184,152937.93,5,2023,,,
Albemarle,177,165781.46,6,2023,,,
Albemarle,228,205989.04,7,2023,,,
Albemarle,223,190581.17,8,2023,,,
Albemarle,208,193461.89,9,2023,,,
Albemarle,171,151456.25,10,2023,,,
Albemarle,164,160544.34,11,2023,,,
Albemarle,169,161985.77,12,2023,,,
Albemarle,162,150060.98,1,2024,,,
Albemarle,157,164910.74,2,2024,,,
Albemarle,159,147991.65,3,2024,,,
Albemarle,167,152479.2,4,2024,,,
Albemarle,165,160962.4,5,2024,,,
Albemarle,162,168148.73,6,2024,,,
Albemarle,194,175531.42,7,2024,,,
Albemarle,180,195759.22,8,2024,,,
Albemarle,185,160023.06,9,2024,,,
Albemarle,140,128127.73,10,2024,,,
Albemarle,131,142027,11,2024,,,
Albemarle,134,126986,12,2024,,,
Albemarle,139,135222,1,2025,,,
Albemarle,152,154160,2,2025,,,
Albemarle,150,136640,3,2025,,,
Albemarle,163,149627,4,2025,,,
Albemarle,163,164663,5,2025,,,
Albemarle,152,157519,6,2025,,,
Alexandria,466,353917,7,2017,,,
Alexandria,458,351936,8,2017,,,
Alexandria,435,321884,9,2017,,,
Alexandria,452,271526,10,2017,,,
Alexandria,422,299719,11,2017,,,
Alexandria,422,304387,12,2017,,,
Alexandria,417,299457,1,2018,,,
Alexandria,446,334101,2,2018,,,
Alexandria,438,304264,3,2018,,,
Alexandria,452,332835,4,2018,,,
Alexandria,468,337923,5,2018,,,
Alexandria,470,361726,6,2018,,,
Alexandria,484,507241,7,2018,,,
Alexandria,489,588544,8,2018,,,
Alexandria,490,532147,9,2018,,,
Alexandria,476,435758,10,2018,,,
Alexandria,452,513751,11,2018,,,
Alexandria,455,487278,12,2018,,,
Alexandria,475,505848,1,2019,,,
Alexandria,489,552380,2,2019,,,
Alexandria,495,512651,3,2019,,,
Alexandria,511,588430,4,2019,,,
Alexandria,520,563053,5,2019,,,
Alexandria,506,582856,6,2019,,,
Alexandria,490,488528.45,7,2019,,,
Alexandria,472,539831.2,8,2019,,,
Alexandria,448,451772.9,9,2019,,,
Alexandria,436,410329.35,10,2019,,,
Alexandria,438,464840.8,11,2019,,,
Alexandria,459,436497.6,12,2019,,,
Alexandria,458,465899.8,1,2020,,,
Alexandria,484,488343.2,2,2020,,,
Alexandria,474,447477.85,3,2020,,,
Alexandria,472,393615.6,4,2020,,,
Alexandria,318,332959.8,5,2020,,,
Alexandria,353,395694,6,2020,,,
Alexandria,348,456383.4,7,2020,,,
Alexandria,306,365244.6,8,2020,,,
Alexandria,338,486686.8,9,2020,,,
Alexandria,344,348977.8,10,2020,,,
Alexandria,273,296095.2,11,2020,,,
Alexandria,245,248187.8,12,2020,,,
Alexandria,224,242753.2,1,2021,,,
Alexandria,229,231093.8,2,2021,,,
Alexandria,225,210516.4,3,2021,,,
Alexandria,232,255541.6,4,2021,,,
Alexandria,241,280301,5,2021,,,
Alexandria,259,302221,6,2021,,,
Alexandria,287,374520.5,7,2021,,,
Alexandria,309,391352,8,2021,,,
Alexandria,343,407260,9,2021,,,
Alexandria,326,370691,10,2021,,,
Alexandria,325,375074.2,11,2021,,,
Alexandria,351,429892.24,12,2021,,,
Alexandria,354,448947,1,2022,,,
Alexandria,374,437120.2,2,2022,,,
Alexandria,384,423294.8,3,2022,,,
Alexandria,394,501472.4,4,2022,,,
Alexandria,402,477190.6,5,2022,,,
Alexandria,415,504350.1,6,2022,,,
Alexandria,426,530217.6,7,2022,,,
Alexandria,428,554590.9,8,2022,,,
Alexandria,470,579631.8,9,2022,,,
Alexandria,435,524858.8,10,2022,,,
Alexandria,455,568466,11,2022,,,
Alexandria,465,622395.2,12,2022,,,
Alexandria,462,635170.03,1,2023,,,
Alexandria,474,634461.55,2,2023,,,
Alexandria,467,568734.03,3,2023,,,
Alexandria,482,671067.07,4,2023,,,
Alexandria,500,614499.6,5,2023,,,
Alexandria,531,736676.08,6,2023,,,
Alexandria,564,750923.89,7,2023,,,
Alexandria,548,723662.11,8,2023,,,
Alexandria,559,812793.36,9,2023,,,
Alexandria,556,744558.69,10,2023,,,
Alexandria,566,805543.94,11,2023,,,
Alexandria,565,823885.92,12,2023,,,
Alexandria,558,778646.83,1,2024,,,
Alexandria,586,869895.07,2,2024,,,
Alexandria,599,802965.87,3,2024,,,
Alexandria,616,833798.57,4,2024,,,
Alexandria,639,892172.72,5,2024,,,
Alexandria,633,952336.15,6,2024,,,
Alexandria,646,841709.2,7,2024,,,
Alexandria,623,948053.53,8,2024,,,
Alexandria,631,851893.32,9,2024,,,
Alexandria,577,788526.84,10,2024,,,
Alexandria,595,860030,11,2024,,,
Alexandria,603,810518,12,2024,,,
Alexandria,611,869459,1,2025,,,
Alexandria,630,931097,2,2025,,,
Alexandria,623,793094,3,2025,,,
Alexandria,629,845682,4,2025,,,
Alexandria,649,924968,5,2025,,,
Alexandria,647,932524,6,2025,,,
Alleghany,33,7761,7,2017,,,
Alleghany,27,5454,8,2017,,,
Alleghany,26,4532,9,2017,,,
Alleghany,20,2711,10,2017,,,
Alleghany,25,4132,11,2017,,,
Alleghany,16,2882,12,2017,,,
Alleghany,12,2705,1,2018,,,
Alleghany,13,2629,2,2018,,,
Alleghany,12,2943,3,2018,,,
Alleghany,12,2591,4,2018,,,
Alleghany,13,2779,5,2018,,,
Alleghany,11,2279,6,2018,,,
Alleghany,12,3212,7,2018,,,
Alleghany,10,3024,8,2018,,,
Alleghany,11,3154,9,2018,,,
Alleghany,12,2864,10,2018,,,
Alleghany,11,3596,11,2018,,,
Alleghany,11,2595,12,2018,,,
Alleghany,13,2611,1,2019,,,
Alleghany,15,3680,2,2019,,,
Alleghany,15,3595,3,2019,,,
Alleghany,16,4755,4,2019,,,
Alleghany,17,3944,5,2019,,,
Alleghany,15,4184,6,2019,,,
Alleghany,14,5197,7,2019,,,
Alleghany,17,4979,8,2019,,,
Alleghany,17,4991,9,2019,,,
Alleghany,19,6304,10,2019,,,
Alleghany,20,7689,11,2019,,,
Alleghany,20,5335,12,2019,,,
Alleghany,24,4409,1,2020,,,
Alleghany,24,5918,2,2020,,,
Alleghany,24,5727,3,2020,,,
Alleghany,18,1962,4,2020,,,
Alleghany,REDACTED,491,5,2020,,,
Alleghany,17,6041,6,2020,,,
Alleghany,23,10828,7,2020,,,
Alleghany,22,12256,8,2020,,,
Alleghany,REDACTED,1845,9,2020,,,
Alleghany,REDACTED,754,10,2020,,,
Alleghany,REDACTED,1062,11,2020,,,
Alleghany,REDACTED,1116,12,2020,,,
Alleghany,REDACTED,378,1,2021,,,
Alleghany,REDACTED,406,2,2021,,,
Alleghany,REDACTED,1342,3,2021,,,
Alleghany,REDACTED,938,4,2021,,,
Alleghany,REDACTED,1606,5,2021,,,
Alleghany,REDACTED,964,6,2021,,,
Alleghany,REDACTED,2926,7,2021,,,
Alleghany,REDACTED,3182,8,2021,,,
Alleghany,REDACTED,3916,9,2021,,,
Alleghany,REDACTED,3810,10,2021,,,
Alleghany,REDACTED,3257,11,2021,,,
Alleghany,REDACTED,3475,12,2021,,,
Alleghany,REDACTED,2738,1,2022,,,
Alleghany,10,4964,2,2022,,,
Alleghany,12,4651,3,2022,,,
Alleghany,12,6550,4,2022,,,
Alleghany,11,4965,5,2022,,,
Alleghany,11,5097,6,2022,,,
Alleghany,12,5064,7,2022,,,
Alleghany,REDACTED,4515,8,2022,,,
Alleghany,10,4530,9,2022,,,
Alleghany,13,4148,10,2022,,,
Alleghany,13,7367,11,2022,,,
Alleghany,16,12792,12,2022,,,
Alleghany,26,18811,1,2023,,,
Alleghany,38,29099,2,2023,,,
Alleghany,43,31285,3,2023,,,
Alleghany,52,37312,4,2023,,,
Alleghany,63,42983,5,2023,,,
Alleghany,73,54769,6,2023,,,
Alleghany,78,54618,7,2023,,,
Alleghany,78,54237,8,2023,,,
Alleghany,81,49980,9,2023,,,
Alleghany,80,50031,10,2023,,,
Alleghany,82,63588,11,2023,,,
Alleghany,85,64852,12,2023,,,
Alleghany,81,56485,1,2024,,,
Alleghany,82,69447,2,2024,,,
Alleghany,79,63900,3,2024,,,
Alleghany,81,61759,4,2024,,,
Alleghany,90,67563,5,2024,,,
Alleghany,80,66427,6,2024,,,
Alleghany,80,66292,7,2024,,,
Alleghany,79,65956,8,2024,,,
Alleghany,77,57415,9,2024,,,
Alleghany,71,52594,10,2024,,,
Alleghany,80,62240,11,2024,,,
Alleghany,79,60995,12,2024,,,
Alleghany,76,65924,1,2025,,,
Alleghany,83,69310,2,2025,,,
Alleghany,74,54006,3,2025,,,
Alleghany,79,62834,4,2025,,,
Alleghany,80,65158,5,2025,,,
Alleghany,77,63137,6,2025,,,
Amelia,11,3991,7,2017,,,
Amelia,14,4586,8,2017,,,
Amelia,18,5011,9,2017,,,
Amelia,19,3692,10,2017,,,
Amelia,10,3149,11,2017,,,
Amelia,13,2808,12,2017,,,
Amelia,12,3707,1,2018,,,
Amelia,10,3115,2,2018,,,
Amelia,REDACTED,3023,3,2018,,,
Amelia,REDACTED,3283,4,2018,,,
Amelia,REDACTED,2439,5,2018,,,
Amelia,REDACTED,2226,6,2018,,,
Amelia,REDACTED,1846,7,2018,,,
Amelia,REDACTED,4532,8,2018,,,
Amelia,REDACTED,6154,9,2018,,,
Amelia,REDACTED,3736,10,2018,,,
Amelia,REDACTED,4120,11,2018,,,
Amelia,REDACTED,3215,12,2018,,,
Amelia,REDACTED,3090,1,2019,,,
Amelia,REDACTED,3539,2,2019,,,
Amelia,REDACTED,2843,3,2019,,,
Amelia,REDACTED,3047,4,2019,,,
Amelia,REDACTED,2669,5,2019,,,
Amelia,REDACTED,2724,6,2019,,,
Amelia,REDACTED,3939,7,2019,,,
Amelia,REDACTED,3043,8,2019,,,
Amelia,REDACTED,2938,9,2019,,,
Amelia,REDACTED,2743,10,2019,,,
Amelia,REDACTED,2863,11,2019,,,
Amelia,REDACTED,2743,12,2019,,,
Amelia,REDACTED,2893,1,2020,,,
Amelia,REDACTED,3043,2,2020,,,
Amelia,REDACTED,3043,3,2020,,,
Amelia,REDACTED,3101,4,2020,,,
Amelia,REDACTED,5985,5,2020,,,
Amelia,REDACTED,6130,6,2020,,,
Amelia,REDACTED,6461,7,2020,,,
Amelia,REDACTED,5312,8,2020,,,
Amelia,REDACTED,3109,9,2020,,,
Amelia,REDACTED,3129,10,2020,,,
Amelia,REDACTED,3036.55,11,2020,,,
Amelia,REDACTED,3047.75,12,2020,,,
Amelia,REDACTED,3346.05,1,2021,,,
Amelia,REDACTED,1108.7,2,2021,,,
Amelia,REDACTED,2353.8,3,2021,,,
Amelia,REDACTED,3312.85,4,2021,,,
Amelia,REDACTED,3457.7,5,2021,,,
Amelia,REDACTED,3248.35,6,2021,,,
Amelia,REDACTED,7877.94,7,2021,,,
Amelia,REDACTED,7287.94,8,2021,,,
Amelia,REDACTED,5900.22,9,2021,,,
Amelia,REDACTED,6794.6,10,2021,,,
Amelia,REDACTED,6390.3,11,2021,,,
Amelia,11,8053.6,12,2021,,,
Amelia,12,8966.1,1,2022,,,
Amelia,10,10164.3,2,2022,,,
Amelia,11,8771,3,2022,,,
Amelia,11,10333.9,4,2022,,,
Amelia,13,10180.7,5,2022,,,
Amelia,14,11491.95,6,2022,,,
Amelia,16,10731.3,7,2022,,,
Amelia,14,9266.55,8,2022,,,
Amelia,15,10760.45,9,2022,,,
Amelia,14,9748.3,10,2022,,,
Amelia,12,10469.15,11,2022,,,
Amelia,15,12168.3,12,2022,,,
Amelia,13,9645.65,1,2023,,,
Amelia,15,11862.3,2,2023,,,
Amelia,15,11503,3,2023,,,
Amelia,16,13804.45,4,2023,,,
Amelia,17,12723,5,2023,,,
Amelia,21,19959.45,6,2023,,,
Amelia,26,22300.3,7,2023,,,
Amelia,26,20176.15,8,2023,,,
Amelia,22,15989,9,2023,,,
Amelia,19,16297.48,10,2023,,,
Amelia,21,14260.77,11,2023,,,
Amelia,17,13518.61,12,2023,,,
Amelia,20,11423,1,2024,,,
Amelia,13,11866,2,2024,,,
Amelia,14,11382,3,2024,,,
Amelia,12,9797,4,2024,,,
Amelia,17,12759,5,2024,,,
Amelia,17,15274,6,2024,,,
Amelia,16,13732,7,2024,,,
Amelia,19,15833,8,2024,,,
Amelia,20,14819,9,2024,,,
Amelia,11,11146,10,2024,,,
Amelia,13,12593,11,2024,,,
Amelia,16,15395,12,2024,,,
Amelia,16,13696,1,2025,,,
Amelia,21,18077,2,2025,,,
Amelia,17,15459,3,2025,,,
Amelia,22,15877,4,2025,,,
Amelia,18,16828,5,2025,,,
Amelia,20,16837,6,2025,,,
Amherst,80,25830,7,2017,,,
Amherst,80,26019,8,2017,,,
Amherst,85,29294,9,2017,,,
Amherst,59,14153,10,2017,,,
Amherst,77,22208,11,2017,,,
Amherst,56,13121,12,2017,,,
Amherst,60,22470,1,2018,,,
Amherst,56,15013,2,2018,,,
Amherst,69,18624,3,2018,,,
Amherst,72,21905,4,2018,,,
Amherst,67,15303,5,2018,,,
Amherst,69,25912,6,2018,,,
Amherst,75,29012,7,2018,,,
Amherst,81,32568,8,2018,,,
Amherst,89,37633,9,2018,,,
Amherst,89,30960,10,2018,,,
Amherst,93,36388,11,2018,,,
Amherst,91,33779,12,2018,,,
Amherst,94,30496,1,2019,,,
Amherst,103,43111,2,2019,,,
Amherst,109,37490,3,2019,,,
Amherst,119,43338,4,2019,,,
Amherst,125,45006,5,2019,,,
Amherst,114,43728,6,2019,,,
Amherst,118,46098,7,2019,,,
Amherst,129,49642,8,2019,,,
Amherst,134,40124.6,9,2019,,,
Amherst,142,41840.4,10,2019,,,
Amherst,127,51874.2,11,2019,,,
Amherst,118,35519,12,2019,,,
Amherst,126,37924.9,1,2020,,,
Amherst,129,43738.6,2,2020,,,
Amherst,126,35582.1,3,2020,,,
Amherst,125,36028.9,4,2020,,,
Amherst,112,35675,5,2020,,,
Amherst,116,50043.4,6,2020,,,
Amherst,122,65520.6,7,2020,,,
Amherst,110,38329,8,2020,,,
Amherst,118,38884,9,2020,,,
Amherst,94,26571,10,2020,,,
Amherst,101,33736,11,2020,,,
Amherst,96,30430.2,12,2020,,,
Amherst,101,35487,1,2021,,,
Amherst,97,29281,2,2021,,,
Amherst,88,26774,3,2021,,,
Amherst,102,36594,4,2021,,,
Amherst,97,35809,5,2021,,,
Amherst,123,41856,6,2021,,,
Amherst,128,62974,7,2021,,,
Amherst,142,75504,8,2021,,,
Amherst,144,62429,9,2021,,,
Amherst,187,89495,10,2021,,,
Amherst,194,80683,11,2021,,,
Amherst,198,84609,12,2021,,,
Amherst,207,96591,1,2022,,,
Amherst,203,87633,2,2022,,,
Amherst,205,79201,3,2022,,,
Amherst,229,102666,4,2022,,,
Amherst,243,110881,5,2022,,,
Amherst,246,105571,6,2022,,,
Amherst,246,123670,7,2022,,,
Amherst,231,107255,8,2022,,,
Amherst,254,116236,9,2022,,,
Amherst,226,94362,10,2022,,,
Amherst,228,144601,11,2022,,,
Amherst,229,166672,12,2022,,,
Amherst,231,169448,1,2023,,,
Amherst,234,158919,2,2023,,,
Amherst,226,136208,3,2023,,,
Amherst,244,169106,4,2023,,,
Amherst,252,152230,5,2023,,,
Amherst,255,169802,6,2023,,,
Amherst,273,208110,7,2023,,,
Amherst,274,195953,8,2023,,,
Amherst,282,190652,9,2023,,,
Amherst,261,160694,10,2023,,,
Amherst,259,177558,11,2023,,,
Amherst,268,190080,12,2023,,,
Amherst,282,191354.33,1,2024,,,
Amherst,277,187065.33,2,2024,,,
Amherst,272,167830,3,2024,,,
Amherst,279,177372,4,2024,,,
Amherst,280,195809,5,2024,,,
Amherst,270,188171,6,2024,,,
Amherst,286,216225,7,2024,,,
Amherst,289,223018,8,2024,,,
Amherst,285,186571,9,2024,,,
Amherst,280,184888,10,2024,,,
Amherst,270,181646,11,2024,,,
Amherst,265,157060,12,2024,,,
Amherst,257,162376,1,2025,,,
Amherst,268,189984,2,2025,,,
Amherst,258,148407,3,2025,,,
Amherst,272,170102,4,2025,,,
Amherst,284,176563,5,2025,,,
Amherst,272,178758,6,2025,,,
Appomattox,18,4257,7,2017,,,
Appomattox,19,6434,8,2017,,,
Appomattox,17,4677,9,2017,,,
Appomattox,14,3113,10,2017,,,
Appomattox,15,4012,11,2017,,,
Appomattox,17,2723,12,2017,,,
Appomattox,19,3633,1,2018,,,
Appomattox,17,4054,2,2018,,,
Appomattox,14,3602,3,2018,,,
Appomattox,16,1702,4,2018,,,
Appomattox,REDACTED,2731,5,2018,,,
Appomattox,10,1681,6,2018,,,
Appomattox,18,5197,7,2018,,,
Appomattox,16,3782,8,2018,,,
Appomattox,19,3077,9,2018,,,
Appomattox,20,4644,10,2018,,,
Appomattox,17,3551,11,2018,,,
Appomattox,19,3926,12,2018,,,
Appomattox,19,4269,1,2019,,,
Appomattox,20,5094,2,2019,,,
Appomattox,19,3403,3,2019,,,
Appomattox,23,5716,4,2019,,,
Appomattox,25,8276,5,2019,,,
Appomattox,22,6169,6,2019,,,
Appomattox,28,7340,7,2019,,,
Appomattox,37,10324,8,2019,,,
Appomattox,39,8548,9,2019,,,
Appomattox,34,7862,10,2019,,,
Appomattox,38,9733,11,2019,,,
Appomattox,37,7968,12,2019,,,
Appomattox,40,8784,1,2020,,,
Appomattox,40,9146,2,2020,,,
Appomattox,36,6901,3,2020,,,
Appomattox,33,7207,4,2020,,,
Appomattox,28,7656,5,2020,,,
Appomattox,33,11530,6,2020,,,
Appomattox,37,13244,7,2020,,,
Appomattox,39,14401,8,2020,,,
Appomattox,38,13256,9,2020,,,
Appomattox,42,12140,10,2020,,,
Appomattox,36,11958,11,2020,,,
Appomattox,38,10952,12,2020,,,
Appomattox,41,11903,1,2021,,,
Appomattox,41,12709,2,2021,,,
Appomattox,42,10691,3,2021,,,
Appomattox,38,11846,4,2021,,,
Appomattox,43,14328,5,2021,,,
Appomattox,41,14010,6,2021,,,
Appomattox,50,21798,7,2021,,,
Appomattox,47,21042,8,2021,,,
Appomattox,61,24021,9,2021,,,
Appomattox,55,20329,10,2021,,,
Appomattox,56,20367,11,2021,,,
Appomattox,58,22327,12,2021,,,
Appomattox,58,25986,1,2022,,,
Appomattox,58,18620,2,2022,,,
Appomattox,55,17809,3,2022,,,
Appomattox,58,18984,4,2022,,,
Appomattox,54,21034,5,2022,,,
Appomattox,54,20485,6,2022,,,
Appomattox,56,23298,7,2022,,,
Appomattox,60,21712,8,2022,,,
Appomattox,77,30163,9,2022,,,
Appomattox,71,25056,10,2022,,,
Appomattox,72,44635,11,2022,,,
Appomattox,73,54454,12,2022,,,
Appomattox,76,56046,1,2023,,,
Appomattox,87,59859,2,2023,,,
Appomattox,82,52874,3,2023,,,
Appomattox,83,61202,4,2023,,,
Appomattox,85,53476,5,2023,,,
Appomattox,91,62960,6,2023,,,
Appomattox,95,72753,7,2023,,,
Appomattox,104,64654,8,2023,,,
Appomattox,104,72095,9,2023,,,
Appomattox,94,62793,10,2023,,,
Appomattox,94,66139,11,2023,,,
Appomattox,91,67065,12,2023,,,
Appomattox,101,65806,1,2024,,,
Appomattox,103,71145,2,2024,,,
Appomattox,103,71059,3,2024,,,
Appomattox,106,69337,4,2024,,,
Appomattox,99,71287,5,2024,,,
Appomattox,105,76091,6,2024,,,
Appomattox,122,82451,7,2024,,,
Appomattox,124,99280,8,2024,,,
Appomattox,128,79159,9,2024,,,
Appomattox,120,71883,10,2024,,,
Appomattox,119,82348,11,2024,,,
Appomattox,125,76611,12,2024,,,
Appomattox,123,79509,1,2025,,,
Appomattox,127,87711,2,2025,,,
Appomattox,122,74356,3,2025,,,
Appomattox,120,75803,4,2025,,,
Appomattox,122,82898,5,2025,,,
Appomattox,120,79847,6,2025,,,
Arlington,192,167478,7,2017,,,
Arlington,179,156297,8,2017,,,
Arlington,172,146752,9,2017,,,
Arlington,165,125379,10,2017,,,
Arlington,185,153897,11,2017,,,
Arlington,186,150602,12,2017,,,
Arlington,178,134208,1,2018,,,
Arlington,175,141468,2,2018,,,
Arlington,173,134577,3,2018,,,
Arlington,187,148599,4,2018,,,
Arlington,176,147606,5,2018,,,
Arlington,163,153630,6,2018,,,
Arlington,181,204877,7,2018,,,
Arlington,159,209134,8,2018,,,
Arlington,152,194797,9,2018,,,
Arlington,131,136283,10,2018,,,
Arlington,124,155753,11,2018,,,
Arlington,121,147708,12,2018,,,
Arlington,124,133910,1,2019,,,
Arlington,130,155217,2,2019,,,
Arlington,125,142801,3,2019,,,
Arlington,148,176925,4,2019,,,
Arlington,183,205773,5,2019,,,
Arlington,169,225639,6,2019,,,
Arlington,168,181999.8,7,2019,,,
Arlington,171,208007.4,8,2019,,,
Arlington,179,200051.2,9,2019,,,
Arlington,175,179096,10,2019,,,
Arlington,180,199364.8,11,2019,,,
Arlington,181,196380.7,12,2019,,,
Arlington,195,208270.4,1,2020,,,
Arlington,211,233631,2,2020,,,
Arlington,203,205899,3,2020,,,
Arlington,202,158878.8,4,2020,,,
Arlington,155,173780,5,2020,,,
Arlington,194,263016,6,2020,,,
Arlington,182,262391.6,7,2020,,,
Arlington,143,168267,8,2020,,,
Arlington,144,165899.8,9,2020,,,
Arlington,144,132361,10,2020,,,
Arlington,124,141190,11,2020,,,
Arlington,124,135566,12,2020,,,
Arlington,117,137423,1,2021,,,
Arlington,128,133678.9,2,2021,,,
Arlington,116,122042,3,2021,,,
Arlington,128,147525,4,2021,,,
Arlington,131,170323.2,5,2021,,,
Arlington,145,175705.03,6,2021,,,
Arlington,164,226587.88,7,2021,,,
Arlington,163,218624.84,8,2021,,,
