Locality,Total Count,Total Expenditures,month,year,,,
Prince Edward,22,4937,9,2017,,,
Prince Edward,19,5100,10,2017,,,
Prince Edward,17,3622,11,2017,,,
Prince Edward,14,3341,12,2017,,,
Prince Edward,11,2208,1,2018,,,
Prince Edward,14,4481,2,2018,,,
Prince Edward,11,2443,3,2018,,,
Prince Edward,12,2583,4,2018,,,
Prince Edward,11,2622,5,2018,,,
Prince Edward,13,4628,6,2018,,,
Prince Edward,15,9705,7,2018,,,
Prince Edward,17,5921,8,2018,,,
Prince Edward,REDACTED,2730,9,2018,,,
Prince Edward,REDACTED,1588,10,2018,,,
Prince Edward,10,2853,11,2018,,,
Prince Edward,10,3151,12,2018,,,
Prince Edward,REDACTED,1803,1,2019,,,
Prince Edward,13,3520,2,2019,,,
Prince Edward,12,4931,3,2019,,,
Prince Edward,11,5636,4,2019,,,
Prince Edward,REDACTED,4526,5,2019,,,
Prince Edward,REDACTED,4621,6,2019,,,
Prince Edward,10,3425,7,2019,,,
Prince Edward,REDACTED,4393,8,2019,,,
Prince Edward,13,5232,9,2019,,,
Prince Edward,13,4783,10,2019,,,
Prince Edward,15,5312,11,2019,,,
Prince Edward,19,6635,12,2019,,,
Prince Edward,16,5401,1,2020,,,
Prince Edward,16,6345,2,2020,,,
Prince Edward,16,5602,3,2020,,,
Prince Edward,22,6774,4,2020,,,
Prince Edward,21,7512,5,2020,,,
Prince Edward,21,8081,6,2020,,,
Prince Edward,23,9885,7,2020,,,
Prince Edward,19,8281,8,2020,,,
Prince Edward,15,6010,9,2020,,,
Prince Edward,19,5770,10,2020,,,
Prince Edward,17,6325,11,2020,,,
Prince Edward,17,5861,12,2020,,,
Prince Edward,16,5363,1,2021,,,
Prince Edward,REDACTED,3619,2,2021,,,
Prince Edward,11,2563,3,2021,,,
Prince Edward,12,5469,4,2021,,,
Prince Edward,12,5810,5,2021,,,
Prince Edward,13,5374,6,2021,,,
Prince Edward,14,6849,7,2021,,,
Prince Edward,16,8167,8,2021,,,
Prince Edward,13,3999,9,2021,,,
Prince Edward,19,10352,10,2021,,,
Prince Edward,16,6395,11,2021,,,
Prince Edward,17,7705,12,2021,,,
Prince Edward,15,6530,1,2022,,,
Prince Edward,14,5125,2,2022,,,
Prince Edward,17,6663,3,2022,,,
Prince Edward,18,8840,4,2022,,,
Prince Edward,20,8444,5,2022,,,
Prince Edward,19,8314,6,2022,,,
Prince Edward,19,9096,7,2022,,,
Prince Edward,24,9681,8,2022,,,
Prince Edward,29,11385,9,2022,,,
Prince Edward,23,10057,10,2022,,,
Prince Edward,23,15452,11,2022,,,
Prince Edward,23,17801,12,2022,,,
Prince Edward,27,19517,1,2023,,,
Prince Edward,27,19612,2,2023,,,
Prince Edward,29,21163,3,2023,,,
Prince Edward,28,25755,4,2023,,,
Prince Edward,30,22956,5,2023,,,
Prince Edward,40,34740,6,2023,,,
Prince Edward,40,32407,7,2023,,,
Prince Edward,35,28940,8,2023,,,
Prince Edward,27,23577,9,2023,,,
Prince Edward,27,23256,10,2023,,,
Prince Edward,29,27709,11,2023,,,
Prince Edward,31,26250,12,2023,,,
Prince Edward,30,20414,1,2024,,,
Prince Edward,33,30512,2,2024,,,
Prince Edward,29,22598,3,2024,,,
Prince Edward,27,21574,4,2024,,,
Prince Edward,28,23877,5,2024,,,
Prince Edward,42,34041,6,2024,,,
Prince Edward,42,29383,7,2024,,,
Prince Edward,36,33120,8,2024,,,
Prince Edward,37,25505,9,2024,,,
Prince Edward,29,23286,10,2024,,,
Prince Edward,27,25156,11,2024,,,
Prince Edward,24,18215,12,2024,,,
Prince Edward,31,24846,1,2025,,,
Prince Edward,32,28222,2,2025,,,
Prince Edward,32,23055,3,2025,,,
Prince Edward,32,28904,4,2025,,,
Prince Edward,30,24182,5,2025,,,
Prince Edward,29,24660,6,2025,,,
Prince George,24,9461,7,2017,,,
Prince George,21,7578,8,2017,,,
Prince George,17,7250,9,2017,,,
Prince George,22,5734,10,2017,,,
Prince George,23,6290,11,2017,,,
Prince George,25,7310,12,2017,,,
Prince George,28,8379,1,2018,,,
Prince George,26,8151,2,2018,,,
Prince George,29,8157,3,2018,,,
Prince George,28,9819,4,2018,,,
Prince George,28,9266,5,2018,,,
Prince George,29,10867,6,2018,,,
Prince George,26,10388,7,2018,,,
Prince George,22,11757,8,2018,,,
Prince George,23,9309,9,2018,,,
Prince George,16,7605,10,2018,,,
Prince George,16,8262,11,2018,,,
Prince George,18,9308,12,2018,,,
Prince George,18,7615,1,2019,,,
Prince George,20,11322,2,2019,,,
Prince George,24,13149,3,2019,,,
Prince George,26,10859,4,2019,,,
Prince George,24,11291,5,2019,,,
Prince George,25,14099,6,2019,,,
Prince George,33,12148.6,7,2019,,,
Prince George,30,11477.2,8,2019,,,
Prince George,29,13479,9,2019,,,
Prince George,39,14153.8,10,2019,,,
Prince George,35,14957.8,11,2019,,,
Prince George,45,15111.2,12,2019,,,
Prince George,51,15116.4,1,2020,,,
Prince George,50,16974,2,2020,,,
Prince George,43,16044.2,3,2020,,,
Prince George,41,15071,4,2020,,,
Prince George,32,15209.8,5,2020,,,
Prince George,30,14506.6,6,2020,,,
Prince George,27,14894,7,2020,,,
Prince George,27,17012.2,8,2020,,,
Prince George,22,11813.4,9,2020,,,
Prince George,27,12932.2,10,2020,,,
Prince George,27,13638.8,11,2020,,,
Prince George,26,14648.4,12,2020,,,
Prince George,26,16105,1,2021,,,
Prince George,25,14290,2,2021,,,
Prince George,25,10845,3,2021,,,
Prince George,27,16334,4,2021,,,
Prince George,29,15959.8,5,2021,,,
Prince George,31,16266.8,6,2021,,,
Prince George,34,21500.8,7,2021,,,
Prince George,36,22333.8,8,2021,,,
Prince George,39,23765.8,9,2021,,,
Prince George,44,20982.6,10,2021,,,
Prince George,48,28114,11,2021,,,
Prince George,51,27959,12,2021,,,
Prince George,59,37610,1,2022,,,
Prince George,67,38006.8,2,2022,,,
Prince George,77,38527,3,2022,,,
Prince George,85,52303.6,4,2022,,,
Prince George,88,46025.4,5,2022,,,
Prince George,93,51954.4,6,2022,,,
Prince George,91,60083,7,2022,,,
Prince George,98,59481.8,8,2022,,,
Prince George,101,64668.2,9,2022,,,
Prince George,111,61432.2,10,2022,,,
Prince George,107,80406,11,2022,,,
Prince George,116,91077,12,2022,,,
Prince George,114,85681,1,2023,,,
Prince George,119,90487,2,2023,,,
Prince George,117,80249,3,2023,,,
Prince George,113,89435,4,2023,,,
Prince George,122,80163,5,2023,,,
Prince George,118,87662,6,2023,,,
Prince George,140,104802,7,2023,,,
Prince George,121,97143,8,2023,,,
Prince George,129,100162.19,9,2023,,,
Prince George,113,82351.09,10,2023,,,
Prince George,111,84405,11,2023,,,
Prince George,113,91662,12,2023,,,
Prince George,113,84414,1,2024,,,
Prince George,124,97774,2,2024,,,
Prince George,116,91375,3,2024,,,
Prince George,122,91183,4,2024,,,
Prince George,125,97671,5,2024,,,
Prince George,126,96567,6,2024,,,
Prince George,129,104772,7,2024,,,
Prince George,126,111800,8,2024,,,
Prince George,135,93545,9,2024,,,
Prince George,103,68438,10,2024,,,
Prince George,108,87207,11,2024,,,
Prince George,113,81357,12,2024,,,
Prince George,122,91608,1,2025,,,
Prince George,124,97638,2,2025,,,
Prince George,122,81267,3,2025,,,
Prince George,124,88038,4,2025,,,
Prince George,121,95354,5,2025,,,
Prince George,116,90000,6,2025,,,
Prince William,657,410127,7,2017,,,
Prince William,617,381689,8,2017,,,
Prince William,611,381016,9,2017,,,
Prince William,635,316165,10,2017,,,
Prince William,628,362722,11,2017,,,
Prince William,619,355146,12,2017,,,
Prince William,641,355572,1,2018,,,
Prince William,670,420201,2,2018,,,
Prince William,668,366516,3,2018,,,
Prince William,679,402282,4,2018,,,
Prince William,701,421675,5,2018,,,
Prince William,716,465095,6,2018,,,
Prince William,734,674579,7,2018,,,
Prince William,689,677549,8,2018,,,
Prince William,664,655413,9,2018,,,
Prince William,651,533394,10,2018,,,
Prince William,638,597233,11,2018,,,
Prince William,659,586182,12,2018,,,
Prince William,665,551951,1,2019,,,
Prince William,659,619386,2,2019,,,
Prince William,672,554842,3,2019,,,
Prince William,680,596601,4,2019,,,
Prince William,752,674780,5,2019,,,
Prince William,760,712098,6,2019,,,
Prince William,793,644280.46,7,2019,,,
Prince William,827,760234.2,8,2019,,,
Prince William,873,750344.68,9,2019,,,
Prince William,894,663475.96,10,2019,,,
Prince William,915,760182.45,11,2019,,,
Prince William,936,711529.75,12,2019,,,
Prince William,940,749819.66,1,2020,,,
Prince William,968,830586.96,2,2020,,,
Prince William,933,711901.31,3,2020,,,
Prince William,931,693359.06,4,2020,,,
Prince William,724,658282.39,5,2020,,,
Prince William,774,690016.78,6,2020,,,
Prince William,760,836795.7,7,2020,,,
Prince William,761,788440.55,8,2020,,,
Prince William,739,726426.7,9,2020,,,
Prince William,788,625521.7,10,2020,,,
Prince William,741,679923,11,2020,,,
Prince William,713,614953.8,12,2020,,,
Prince William,689,629144.9,1,2021,,,
Prince William,688,573782.9,2,2021,,,
Prince William,683,510203.6,3,2021,,,
Prince William,701,645200.2,4,2021,,,
Prince William,750,722580.8,5,2021,,,
Prince William,831,770325,6,2021,,,
Prince William,957,1026266.8,7,2021,,,
Prince William,989,1068249.6,8,2021,,,
Prince William,1118,1110073.6,9,2021,,,
Prince William,1185,1124872.4,10,2021,,,
Prince William,1242,1137405.2,11,2021,,,
Prince William,1331,1320504.46,12,2021,,,
Prince William,1330,1404783.76,1,2022,,,
Prince William,1393,1358135.76,2,2022,,,
Prince William,1436,1318661.6,3,2022,,,
Prince William,1541,1611660.08,4,2022,,,
Prince William,1589,1548102.04,5,2022,,,
Prince William,1640,1636643.72,6,2022,,,
Prince William,1703,1809923.92,7,2022,,,
Prince William,1684,1748582.01,8,2022,,,
Prince William,1780,1859865.72,9,2022,,,
Prince William,1728,1682345.84,10,2022,,,
Prince William,1768,1836197,11,2022,,,
Prince William,1786,1969142,12,2022,,,
Prince William,1764,1984288.01,1,2023,,,
Prince William,1805,1904768.9,2,2023,,,
Prince William,1863,1741622.14,3,2023,,,
Prince William,1911,2052536.36,4,2023,,,
Prince William,1962,1902900.01,5,2023,,,
Prince William,1991,2167701.02,6,2023,,,
Prince William,1998,2276667.05,7,2023,,,
Prince William,1965,2120838.23,8,2023,,,
Prince William,2010,2214861.07,9,2023,,,
Prince William,1900,1907165.47,10,2023,,,
Prince William,1915,1979208.57,11,2023,,,
Prince William,1920,2068145.67,12,2023,,,
Prince William,1920,1924132.37,1,2024,,,
Prince William,1971,2170581.61,2,2024,,,
Prince William,1994,1967191.02,3,2024,,,
Prince William,1995,2031296.12,4,2024,,,
Prince William,2023,2098710.75,5,2024,,,
Prince William,1961,2196316.57,6,2024,,,
Prince William,2081,2253427.41,7,2024,,,
Prince William,2029,2485119.57,8,2024,,,
Prince William,2046,2139422.17,9,2024,,,
Prince William,1940,1925925.39,10,2024,,,
Prince William,1979,2161480.01,11,2024,,,
Prince William,2016,2044479.01,12,2024,,,
Prince William,2010,2105593.01,1,2025,,,
Prince William,2032,2232168.01,2,2025,,,
Prince William,2025,1884517.01,3,2025,,,
Prince William,2041,2008298.01,4,2025,,,
Prince William,2018,2122828,5,2025,,,
Prince William,2037,2116697,6,2025,,,
Pulaski,42,15682,7,2017,,,
Pulaski,40,13041,8,2017,,,
Pulaski,43,12512,9,2017,,,
Pulaski,39,9898,10,2017,,,
Pulaski,37,10514,11,2017,,,
Pulaski,38,10597,12,2017,,,
Pulaski,40,11297,1,2018,,,
Pulaski,41,13127,2,2018,,,
Pulaski,38,11010,3,2018,,,
Pulaski,43,10689,4,2018,,,
Pulaski,36,10166,5,2018,,,
Pulaski,31,9710,6,2018,,,
Pulaski,32,14921,7,2018,,,
Pulaski,33,13776,8,2018,,,
Pulaski,25,11100,9,2018,,,
Pulaski,25,8972,10,2018,,,
Pulaski,26,10079,11,2018,,,
Pulaski,27,10222,12,2018,,,
Pulaski,26,10063,1,2019,,,
Pulaski,27,11931,2,2019,,,
Pulaski,29,11006,3,2019,,,
Pulaski,33,10077,4,2019,,,
Pulaski,33,13564,5,2019,,,
Pulaski,33,11788,6,2019,,,
Pulaski,31,12276,7,2019,,,
Pulaski,29,10462,8,2019,,,
Pulaski,29,9762,9,2019,,,
Pulaski,30,9829.2,10,2019,,,
Pulaski,26,8823,11,2019,,,
Pulaski,25,7404,12,2019,,,
Pulaski,24,8190,1,2020,,,
Pulaski,24,8588,2,2020,,,
Pulaski,24,6606,3,2020,,,
Pulaski,27,5446,4,2020,,,
Pulaski,13,4096,5,2020,,,
Pulaski,19,6465,6,2020,,,
Pulaski,28,11410.8,7,2020,,,
Pulaski,22,9350.6,8,2020,,,
Pulaski,24,9884.8,9,2020,,,
Pulaski,21,7146.2,10,2020,,,
Pulaski,19,6695.2,11,2020,,,
Pulaski,21,6205.2,12,2020,,,
Pulaski,14,5400.4,1,2021,,,
Pulaski,16,4466,2,2021,,,
Pulaski,17,4811.8,3,2021,,,
Pulaski,17,6417.6,4,2021,,,
Pulaski,17,6680.2,5,2021,,,
Pulaski,23,9976.8,6,2021,,,
Pulaski,26,12673.2,7,2021,,,
Pulaski,26,13108.6,8,2021,,,
Pulaski,37,13295.4,9,2021,,,
Pulaski,31,14161,10,2021,,,
Pulaski,41,16139.6,11,2021,,,
Pulaski,41,20404,12,2021,,,
Pulaski,37,21416.4,1,2022,,,
Pulaski,39,16933.2,2,2022,,,
Pulaski,36,16912,3,2022,,,
Pulaski,43,20277.2,4,2022,,,
Pulaski,41,18993.8,5,2022,,,
Pulaski,44,21909,6,2022,,,
Pulaski,47,23384.6,7,2022,,,
Pulaski,33,19875,8,2022,,,
Pulaski,47,22729.2,9,2022,,,
Pulaski,37,16453,10,2022,,,
Pulaski,38,24964,11,2022,,,
Pulaski,35,26420,12,2022,,,
Pulaski,38,28210,1,2023,,,
Pulaski,49,29271,2,2023,,,
Pulaski,47,27534,3,2023,,,
Pulaski,50,31066,4,2023,,,
Pulaski,45,25013,5,2023,,,
Pulaski,49,32876,6,2023,,,
Pulaski,51,37797.89,7,2023,,,
Pulaski,57,36414.56,8,2023,,,
Pulaski,56,33437.62,9,2023,,,
Pulaski,54,27917.74,10,2023,,,
Pulaski,49,32360.76,11,2023,,,
Pulaski,54,39525.52,12,2023,,,
Pulaski,63,40408.86,1,2024,,,
Pulaski,69,45208,2,2024,,,
Pulaski,75,44654,3,2024,,,
Pulaski,87,55378,4,2024,,,
Pulaski,77,52347,5,2024,,,
Pulaski,81,58593,6,2024,,,
Pulaski,86,60968,7,2024,,,
Pulaski,96,83277,8,2024,,,
Pulaski,96,60816,9,2024,,,
Pulaski,89,58647,10,2024,,,
Pulaski,94,68586,11,2024,,,
Pulaski,97,70288,12,2024,,,
Pulaski,98,71129,1,2025,,,
Pulaski,106,75261,2,2025,,,
Pulaski,94,62384,3,2025,,,
Pulaski,91,66283,4,2025,,,
Pulaski,108,75888,5,2025,,,
Pulaski,107,80055,6,2025,,,
Radford,32,6337,7,2017,,,
Radford,29,5256,8,2017,,,
Radford,27,6010,9,2017,,,
Radford,28,5735,10,2017,,,
Radford,29,7730,11,2017,,,
Radford,33,7629,12,2017,,,
Radford,32,5360,1,2018,,,
Radford,34,7484,2,2018,,,
Radford,39,8761,3,2018,,,
Radford,32,7925,4,2018,,,
Radford,37,8265,5,2018,,,
Radford,39,10538,6,2018,,,
Radford,36,12587,7,2018,,,
Radford,35,13428,8,2018,,,
Radford,33,10366,9,2018,,,
Radford,36,10070,10,2018,,,
Radford,35,8190,11,2018,,,
Radford,33,9229,12,2018,,,
Radford,29,8076,1,2019,,,
Radford,31,9038,2,2019,,,
Radford,37,8811,3,2019,,,
Radford,38,9997,4,2019,,,
Radford,37,9489,5,2019,,,
Radford,36,10351,6,2019,,,
Radford,33,11420.9,7,2019,,,
Radford,34,12373.8,8,2019,,,
Radford,43,11703.6,9,2019,,,
Radford,42,11550.4,10,2019,,,
Radford,41,11410.6,11,2019,,,
Radford,28,8084.2,12,2019,,,
Radford,33,7991.6,1,2020,,,
Radford,41,14480,2,2020,,,
Radford,37,8985.6,3,2020,,,
Radford,34,8544.6,4,2020,,,
Radford,24,7799,5,2020,,,
Radford,31,11217,6,2020,,,
Radford,30,11032.2,7,2020,,,
Radford,24,9662.6,8,2020,,,
Radford,26,9409,9,2020,,,
Radford,27,9115.4,10,2020,,,
Radford,25,8827.56,11,2020,,,
Radford,26,8636.72,12,2020,,,
Radford,26,8109.19,1,2021,,,
Radford,24,9929.46,2,2021,,,
Radford,29,8829.29,3,2021,,,
Radford,37,16542.44,4,2021,,,
Radford,44,18869.51,5,2021,,,
Radford,40,17451.95,6,2021,,,
Radford,43,26001.94,7,2021,,,
Radford,55,29536.94,8,2021,,,
Radford,58,27106.14,9,2021,,,
Radford,61,29275.54,10,2021,,,
Radford,49,23509.67,11,2021,,,
Radford,60,34894.29,12,2021,,,
Radford,63,35107.89,1,2022,,,
Radford,62,29809.21,2,2022,,,
Radford,63,31416.77,3,2022,,,
Radford,62,33998.02,4,2022,,,
Radford,61,30969.08,5,2022,,,
Radford,67,34342.3,6,2022,,,
Radford,81,46467.38,7,2022,,,
Radford,72,37236.41,8,2022,,,
Radford,79,40939.23,9,2022,,,
Radford,81,39504.46,10,2022,,,
Radford,81,55030.88,11,2022,,,
Radford,81,54740.16,12,2022,,,
Radford,80,52912.92,1,2023,,,
Radford,80,48317.27,2,2023,,,
Radford,79,44790.15,3,2023,,,
Radford,81,55031.51,4,2023,,,
Radford,79,49700.7,5,2023,,,
Radford,88,62505.48,6,2023,,,
Radford,108,82331.13,7,2023,,,
Radford,76,51976.24,8,2023,,,
Radford,90,61452.79,9,2023,,,
Radford,81,56578.29,10,2023,,,
Radford,89,63006.86,11,2023,,,
Radford,83,57640.26,12,2023,,,
Radford,81,55194.35,1,2024,,,
Radford,94,74135.96,2,2024,,,
Radford,99,65093.34,3,2024,,,
Radford,101,65695.02,4,2024,,,
Radford,101,71430.12,5,2024,,,
Radford,101,67635.26,6,2024,,,
Radford,99,67965.2,7,2024,,,
Radford,100,74886.72,8,2024,,,
Radford,96,59124.06,9,2024,,,
Radford,85,53750.69,10,2024,,,
Radford,86,60433,11,2024,,,
Radford,87,51897,12,2024,,,
Radford,80,54934,1,2025,,,
Radford,85,58395,2,2025,,,
Radford,80,47436,3,2025,,,
Radford,76,49122,4,2025,,,
Radford,74,49066,5,2025,,,
Radford,78,52451,6,2025,,,
Rappahannock,11,4704,7,2017,,,
Rappahannock,13,5665,8,2017,,,
Rappahannock,13,6019,9,2017,,,
Rappahannock,12,4192,10,2017,,,
Rappahannock,REDACTED,3391,11,2017,,,
Rappahannock,REDACTED,2485,12,2017,,,
Rappahannock,REDACTED,1748,1,2018,,,
Rappahannock,REDACTED,1544,2,2018,,,
Rappahannock,REDACTED,1723,3,2018,,,
Rappahannock,10,3916,4,2018,,,
Rappahannock,REDACTED,3162,5,2018,,,
Rappahannock,REDACTED,2895,6,2018,,,
Rappahannock,REDACTED,2977,7,2018,,,
Rappahannock,REDACTED,2937,8,2018,,,
Rappahannock,13,6015,9,2018,,,
Rappahannock,18,11213,10,2018,,,
Rappahannock,16,7756,11,2018,,,
Rappahannock,17,7152,12,2018,,,
Rappahannock,17,6227,1,2019,,,
Rappahannock,17,7269,2,2019,,,
Rappahannock,17,6872,3,2019,,,
Rappahannock,11,4730,4,2019,,,
Rappahannock,18,6358,5,2019,,,
Rappahannock,18,8021,6,2019,,,
Rappahannock,19,10175,7,2019,,,
Rappahannock,20,12695,8,2019,,,
Rappahannock,25,10900.2,9,2019,,,
Rappahannock,29,13155,10,2019,,,
Rappahannock,29,13739,11,2019,,,
Rappahannock,28,11162,12,2019,,,
Rappahannock,26,6772,1,2020,,,
Rappahannock,26,12618,2,2020,,,
Rappahannock,27,11496,3,2020,,,
Rappahannock,27,6226,4,2020,,,
Rappahannock,17,3342,5,2020,,,
Rappahannock,22,9628,6,2020,,,
Rappahannock,25,9045.6,7,2020,,,
Rappahannock,25,21164.6,8,2020,,,
Rappahannock,18,5138,9,2020,,,
Rappahannock,24,15975.8,10,2020,,,
Rappahannock,18,7726.4,11,2020,,,
Rappahannock,16,7156.4,12,2020,,,
Rappahannock,16,7105.6,1,2021,,,
Rappahannock,16,5180.4,2,2021,,,
Rappahannock,17,4843.4,3,2021,,,
Rappahannock,16,6179.8,4,2021,,,
Rappahannock,16,7026,5,2021,,,
Rappahannock,24,9976.8,6,2021,,,
Rappahannock,36,21742.8,7,2021,,,
Rappahannock,43,34637.8,8,2021,,,
Rappahannock,42,28244.2,9,2021,,,
Rappahannock,40,26210,10,2021,,,
Rappahannock,41,27643.8,11,2021,,,
Rappahannock,41,29709,12,2021,,,
Rappahannock,44,31828.8,1,2022,,,
Rappahannock,46,29125,2,2022,,,
Rappahannock,50,30377.8,3,2022,,,
Rappahannock,51,37429,4,2022,,,
Rappahannock,48,32230.4,5,2022,,,
Rappahannock,49,34350,6,2022,,,
Rappahannock,47,37671.8,7,2022,,,
Rappahannock,46,32786.6,8,2022,,,
Rappahannock,48,35042.4,9,2022,,,
Rappahannock,42,32031.6,10,2022,,,
Rappahannock,44,34129,11,2022,,,
Rappahannock,49,36993,12,2022,,,
Rappahannock,48,37117,1,2023,,,
Rappahannock,49,33831,2,2023,,,
Rappahannock,50,36741,3,2023,,,
Rappahannock,48,38249,4,2023,,,
Rappahannock,48,33416,5,2023,,,
Rappahannock,50,40260,6,2023,,,
Rappahannock,61,56763,7,2023,,,
Rappahannock,61,49791,8,2023,,,
Rappahannock,57,45920,9,2023,,,
Rappahannock,48,33228,10,2023,,,
Rappahannock,41,39205,11,2023,,,
Rappahannock,44,34119,12,2023,,,
Rappahannock,42,32514,1,2024,,,
Rappahannock,43,40306,2,2024,,,
Rappahannock,47,36124,3,2024,,,
Rappahannock,43,31762,4,2024,,,
Rappahannock,44,35263,5,2024,,,
Rappahannock,51,35659,6,2024,,,
Rappahannock,53,43077,7,2024,,,
Rappahannock,54,49950,8,2024,,,
Rappahannock,61,45073,9,2024,,,
Rappahannock,62,45164,10,2024,,,
Rappahannock,62,46819,11,2024,,,
Rappahannock,61,44849,12,2024,,,
Rappahannock,63,48846,1,2025,,,
Rappahannock,62,49653,2,2025,,,
Rappahannock,59,40114,3,2025,,,
Rappahannock,58,39663,4,2025,,,
Rappahannock,55,40264,5,2025,,,
Rappahannock,58,37378,6,2025,,,
Richmond City,1031,498486,7,2017,,,
Richmond City,980,453648,8,2017,,,
Richmond City,957,466182,9,2017,,,
Richmond City,972,358149,10,2017,,,
Richmond City,905,370991,11,2017,,,
Richmond City,887,373731,12,2017,,,
Richmond City,878,348659,1,2018,,,
Richmond City,903,401165,2,2018,,,
Richmond City,908,370433,3,2018,,,
Richmond City,952,423931,4,2018,,,
Richmond City,990,431767,5,2018,,,
Richmond City,976,452154,6,2018,,,
Richmond City,999,656291,7,2018,,,
Richmond City,984,665359,8,2018,,,
Richmond City,947,666710,9,2018,,,
Richmond City,982,539442,10,2018,,,
Richmond City,928,583229,11,2018,,,
Richmond City,921,565975,12,2018,,,
Richmond City,929,509521,1,2019,,,
Richmond City,978,661448,2,2019,,,
Richmond City,974,560455,3,2019,,,
Richmond City,989,607732,4,2019,,,
Richmond City,1019,617209,5,2019,,,
Richmond City,1011,645329,6,2019,,,
Richmond City,983,599793.2,7,2019,,,
Richmond City,1019,678855,8,2019,,,
Richmond City,1022,638972.4,9,2019,,,
Richmond City,1098,587079.2,10,2019,,,
Richmond City,1043,630424.5,11,2019,,,
Richmond City,1093,597346,12,2019,,,
Richmond City,1120,631181.3,1,2020,,,
Richmond City,1119,705788.8,2,2020,,,
Richmond City,1084,591028.5,3,2020,,,
Richmond City,1066,593363.4,4,2020,,,
Richmond City,925,570564,5,2020,,,
Richmond City,975,627734,6,2020,,,
Richmond City,978,763037,7,2020,,,
Richmond City,973,687555.6,8,2020,,,
Richmond City,895,587804.2,9,2020,,,
Richmond City,904,477530,10,2020,,,
Richmond City,773,476897.96,11,2020,,,
Richmond City,714,421389.84,12,2020,,,
Richmond City,652,394263.76,1,2021,,,
Richmond City,637,355893.45,2,2021,,,
Richmond City,598,323561.58,3,2021,,,
Richmond City,590,395373.55,4,2021,,,
Richmond City,611,424878.09,5,2021,,,
Richmond City,633,439069.62,6,2021,,,
Richmond City,678,553834.48,7,2021,,,
Richmond City,729,562715.33,8,2021,,,
Richmond City,804,590112.82,9,2021,,,
Richmond City,830,572484.79,10,2021,,,
Richmond City,829,538651.43,11,2021,,,
Richmond City,854,610122.9,12,2021,,,
Richmond City,870,662188.13,1,2022,,,
Richmond City,874,595025.54,2,2022,,,
Richmond City,937,589941.2,3,2022,,,
Richmond City,970,712155.42,4,2022,,,
Richmond City,1024,689854.22,5,2022,,,
Richmond City,1041,712622.96,6,2022,,,
Richmond City,1067,829429.48,7,2022,,,
Richmond City,1094,786169.74,8,2022,,,
Richmond City,1131,835701.06,9,2022,,,
Richmond City,1070,717848.84,10,2022,,,
Richmond City,1133,838323.1,11,2022,,,
Richmond City,1129,906344,12,2022,,,
Richmond City,1147,913448.1,1,2023,,,
Richmond City,1167,906117.24,2,2023,,,
Richmond City,1165,800783,3,2023,,,
Richmond City,1184,956869.48,4,2023,,,
Richmond City,1235,871053.56,5,2023,,,
Richmond City,1229,986174.36,6,2023,,,
Richmond City,1271,1130598.78,7,2023,,,
Richmond City,1282,1042853.68,8,2023,,,
Richmond City,1349,1122023.48,9,2023,,,
Richmond City,1301,993110.63,10,2023,,,
Richmond City,1297,1043491.78,11,2023,,,
Richmond City,1334,1085743.8,12,2023,,,
Richmond City,1303,1012667.75,1,2024,,,
Richmond City,1408,1192882.49,2,2024,,,
Richmond City,1400,1086732.23,3,2024,,,
Richmond City,1403,1065942.97,4,2024,,,
Richmond City,1400,1145325.87,5,2024,,,
Richmond City,1417,1258215.98,6,2024,,,
Richmond City,1445,1255151.49,7,2024,,,
Richmond City,1452,1369311.59,8,2024,,,
Richmond City,1457,1207349.43,9,2024,,,
Richmond City,1324,1020929.82,10,2024,,,
Richmond City,1310,1105105,11,2024,,,
Richmond City,1289,1015477,12,2024,,,
Richmond City,1300,1048264,1,2025,,,
Richmond City,1306,1070526,2,2025,,,
Richmond City,1311,954362,3,2025,,,
Richmond City,1328,1016105,4,2025,,,
Richmond City,1358,1100091,5,2025,,,
Richmond City,1334,1066258,6,2025,,,
Richmond County,REDACTED,2805,7,2017,,,
Richmond County,REDACTED,3726,8,2017,,,
Richmond County,REDACTED,3931,9,2017,,,
Richmond County,10,2371,10,2017,,,
Richmond County,REDACTED,1953,11,2017,,,
Richmond County,REDACTED,2558,12,2017,,,
Richmond County,REDACTED,2764,1,2018,,,
Richmond County,REDACTED,2842,2,2018,,,
Richmond County,REDACTED,3072,3,2018,,,
Richmond County,REDACTED,3591,4,2018,,,
Richmond County,REDACTED,3796,5,2018,,,
Richmond County,12,4654,6,2018,,,
Richmond County,11,5950,7,2018,,,
Richmond County,REDACTED,5475,8,2018,,,
Richmond County,REDACTED,5182,9,2018,,,
Richmond County,REDACTED,3142,10,2018,,,
Richmond County,REDACTED,3155,11,2018,,,
Richmond County,REDACTED,3010,12,2018,,,
Richmond County,REDACTED,2869,1,2019,,,
Richmond County,REDACTED,4933,2,2019,,,
Richmond County,REDACTED,4829,3,2019,,,
Richmond County,REDACTED,4319,4,2019,,,
Richmond County,REDACTED,4352,5,2019,,,
Richmond County,10,5900,6,2019,,,
Richmond County,13,6049,7,2019,,,
Richmond County,19,11035,8,2019,,,
Richmond County,19,10276,9,2019,,,
Richmond County,18,10144,10,2019,,,
Richmond County,17,8578,11,2019,,,
Richmond County,16,9298,12,2019,,,
Richmond County,17,9230,1,2020,,,
