"","X","STATE_NAME","STATE_ABBREVIATION","COUNTY_NAME","COUNTY_FIPS_CODE","STUDYYEAR","EMR_16","FEMR_16","MEMR_16","EMR_20to64","FEMR_20to64","MEMR_20to64","UNR_16","FUNR_16","MUNR_16","UNR_20to64","FUNR_20to64","MUNR_20to64","FLFPR_20to64","FLFPR_20to64_UNDER6","FLFPR_20to64_6to17","FLFPR_20to64_UNDER6_6to17","MLFPR_20to64","PR_F","PR_P","MHI","MFI","MFI_2022","ME","FME","MME","MHI_2022","ME_2022","FME_2022","MME_2022","TOTALPOP","ONERACE","ONERACE_W","ONERACE_B","ONERACE_I","ONERACE_A","ONERACE_H","ONERACE_OTHER","TWORACES","HISPANIC","HOUSEHOLDS","H_UNDER6_BOTHWORK","H_UNDER6_FWORK","H_UNDER6_MWORK","H_UNDER6_SINGLEM","H_6to17_BOTHWORK","H_6to17_FWORK","H_6to17_MWORK","H_6to17_SINGLEM","EMP_M","MEMP_M","FEMP_M","EMP_SERVICE","MEMP_SERVICE","FEMP_SERVICE","EMP_SALES","MEMP_SALES","FEMP_SALES","EMP_N","MEMP_N","FEMP_N","EMP_P","MEMP_P","FEMP_P","iEMR_16","iFEMR_16","iMEMR_16","iEMR_20to64","iFEMR_20to64","iMEMR_20to64","iUNR_16","iFUNR_16","iMUNR_16","iUNR_20to64","iFUNR_20to64","iMUNR_20to64","iFLFPR_20to64","iFLFPR_20to64_UNDER6","iFLFPR_20to64_6to17","iFLFPR_20to64_UNDER6_6to17","iMLFPR_20to64","iPR_F","iPR_P","iMHI","iMFI","iME","iFME","iMME","iMHI_2022","iMFI_2022","iME_2022","iFME_2022","iMME_2022","iTOTALPOP","iONERACE","iONERACE_W","iONERACE_B","iONERACE_I","iONERACE_A","iONERACE_H","iONERACE_OTHER","iTWORACES","iHISPANIC","iHOUSEHOLDS","iH_UNDER6_BOTHWORK","iH_UNDER6_FWORK","iH_UNDER6_MWORK","iH_UNDER6_SINGLEM","iH_6to17_BOTHWORK","iH_6to17_FWORK","iH_6to17_MWORK","iH_6to17_SINGLEM","iEMP_M","iMEMP_M","iFEMP_M","iEMP_SERVICE","iMEMP_SERVICE","iFEMP_SERVICE","iEMP_SALES","iMEMP_SALES","iFEMP_SALES","iEMP_N","iMEMP_N","iFEMP_N","iEMP_P","iMEMP_P","iFEMP_P","MCBto5","MC6to11","MC12to17","MC18to23","MC24to29","MC30to35","MC36to41","MC42to47","MC48to53","MC54toSA","MCSA","MFCCBto5","MFCC6to11","MFCC12to17","MFCC18to23","MFCC24to29","MFCC30to35","MFCC36to41","MFCC42to47","MFCC48to53","MFCC54toSA","MFCCSA","X_75CBto5","X_75C6to11","X_75C12to17","X_75C18to23","X_75C24to29","X_75C30to35","X_75C36to41","X_75C42to47","X_75C48to53","X_75C54toSA","X_75CSA","X_75FCCBto5","X_75FCC6to11","X_75FCC12to17","X_75FCC18to23","X_75FCC24to29","X_75FCC30to35","X_75FCC36to41","X_75FCC42to47","X_75FCC48to53","X_75FCC54toSA","X_75FCCSA","iMCBto5","iMC6to11","iMC12to17","iMC18to23","iMC24to29","iMC30to35","iMC36to41","iMC42to47","iMC48to53","iMC54toSA","iMCSA","iMFCCBto5","iMFCC6to11","iMFCC12to17","iMFCC18to23","iMFCC24to29","iMFCC30to35","iMFCC36to41","iMFCC42to47","iMFCC48to53","iMFCC54toSA","iMFCCSA","i_75CBto5","i_75C6to11","i_75C12to17","i_75C18to23","i_75C24to29","i_75C30to35","i_75C36to41","i_75C42to47","i_75C48to53","i_75C54toSA","i_75CSA","i_75FCCBto5","i_75FCC6to11","i_75FCC12to17","i_75FCC18to23","i_75FCC24to29","i_75FCC30to35","i_75FCC36to41","i_75FCC42to47","i_75FCC48to53","i_75FCC54toSA","i_75FCCSA","MCINFANT","MCInfant_flag","MCTODDLER","MCToddler_flag","MCPRESCHOOL","MCPreschool_flag","X_75CINFANT","X_75CInfant_flag","X_75CTODDLER","X_75CToddler_flag","X_75CPRESCHOOL","X_75CPreschool_flag","MFCCINFANT","MFCCInfant_flag","MFCCTODDLER","MFCCToddler_flag","MFCCPRESCHOOL","MFCCPreschool_flag","X_75FCCINFANT","X_75FCCInfant_flag","X_75FCCTODDLER","X_75FCCToddler_flag","X_75FCCPRESCHOOL","X_75FCCPreschool_flag","STATE_FIPS","EMR_16_STATE","FEMR_16_STATE","MEMR_16_STATE","EMR_20to64_STATE","FEMR_20to64_STATE","MEMR_20to64_STATE","UNR_16_STATE","FUNR_16_STATE","MUNR_16_STATE","UNR_20to64_STATE","FUNR_20to64_STATE","MUNR_20to64_STATE","FLFPR_20to64_STATE","FLFPR_20to64_UNDER6_STATE","FLFPR_20to64_6to17_STATE","FLFPR_20to64_UNDER6_6to17_STATE","MLFPR_20to64_STATE","PR_F_STATE","PR_P_STATE","MHI_STATE","MFI_STATE","MFI_2022_STATE","ME_STATE","FME_STATE","MME_STATE","MHI_2022_STATE","ME_2022_STATE","FME_2022_STATE","MME_2022_STATE","TOTALPOP_STATE","ONERACE_STATE","ONERACE_W_STATE","ONERACE_B_STATE","ONERACE_I_STATE","ONERACE_A_STATE","ONERACE_H_STATE","ONERACE_OTHER_STATE","TWORACES_STATE","HISPANIC_STATE","HOUSEHOLDS_STATE","H_UNDER6_BOTHWORK_STATE","H_UNDER6_FWORK_STATE","H_UNDER6_MWORK_STATE","H_UNDER6_SINGLEM_STATE","H_6to17_BOTHWORK_STATE","H_6to17_FWORK_STATE","H_6to17_MWORK_STATE","H_6to17_SINGLEM_STATE","EMP_M_STATE","MEMP_M_STATE","FEMP_M_STATE","EMP_SERVICE_STATE","MEMP_SERVICE_STATE","FEMP_SERVICE_STATE","EMP_SALES_STATE","MEMP_SALES_STATE","FEMP_SALES_STATE","EMP_N_STATE","MEMP_N_STATE","FEMP_N_STATE","EMP_P_STATE","MEMP_P_STATE","FEMP_P_STATE","iEMR_16_STATE","iFEMR_16_STATE","iMEMR_16_STATE","iEMR_20to64_STATE","iFEMR_20to64_STATE","iMEMR_20to64_STATE","iUNR_16_STATE","iFUNR_16_STATE","iMUNR_16_STATE","iUNR_20to64_STATE","iFUNR_20to64_STATE","iMUNR_20to64_STATE","iFLFPR_20to64_STATE","iFLFPR_20to64_Under6_STATE","iFLFPR_20to64_6to17_STATE","iFLFPR_20to64_Under6_6to17_STATE","iMLFPR_20to64_STATE","iPR_F_STATE","iPR_P_STATE","iMHI_STATE","iMFI_STATE","iME_STATE","iFME_STATE","iMME_STATE","iMHI_2022_STATE","iMFI_2022_STATE","iME_2022_STATE","iFME_2022_STATE","iMME_2022_STATE","iTOTALPOP_STATE","iONERACE_STATE","iONERACE_W_STATE","iONERACE_B_STATE","iONERACE_I_STATE","iONERACE_A_STATE","iONERACE_H_STATE","iONERACE_OTHER_STATE","iTWORACES_STATE","iHISPANIC_STATE","iHOUSEHOLDS_STATE","iH_UNDER6_BOTHWORK_STATE","iH_UNDER6_FWORK_STATE","iH_UNDER6_MWORK_STATE","iH_UNDER6_SINGLEM_STATE","iH_6to17_BOTHWORK_STATE","iH_6to17_FWORK_STATE","iH_6to17_MWORK_STATE","iH_6to17_SINGLEM_STATE","iEMP_M_STATE","iMEMP_M_STATE","iFEMP_M_STATE","iEMP_SERVICE_STATE","iMEMP_SERVICE_STATE","iFEMP_SERVICE_STATE","iEMP_SALES_STATE","iMEMP_SALES_STATE","iFEMP_SALES_STATE","iEMP_N_STATE","iMEMP_N_STATE","iFEMP_N_STATE","iEMP_P_STATE","iMEMP_P_STATE","iFEMP_P_STATE","POPPCT_URB","Urban"
"1622",1622,"Virginia","VA","Fredericksburg City",51630,2018,66.6,60.3,74.5,78.6,73.6,84.4,5.4,6,4.7,5,5.5,4.5,78.4,72.4,78,81.4,89.4,9.7,14.1,63274,84217,99376,33914,24488,42721,74663,40019,28896,50411,28469,93.3,62.6,22.2,0.2,2.3,0.2,5.8,6.7,10.8,10582,956,462,15,794,982,405,17,1578,46,46.1,45.9,24.2,19.6,28.8,17.2,12.4,21.9,5.6,11.2,0,7.1,10.8,3.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,205,205,205,185,175,175,175,175,175,175,170,160,160,160,150,145,145,145,145,145,145,130,235,235,235,225,200,200,200,200,200,200,180,190,190,190,175,165,165,165,165,165,165,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,2,175,1,175,1,235,2,200,1,200,1,160,2,145,1,145,1,190,2,165,1,165,1,51,61,57.2,64.9,74.3,71.1,77.6,4.2,4.3,4.1,3.9,4,3.7,74.8,72.1,79.8,65.2,84.2,7.1,10.7,72577,88929,104936,39324,32079,45839,85641,46402,37853,54090,8517685,95.9,67.4,19.2,0.3,6.5,0.1,2.5,4.1,9.5,3175524,245663,140317,9658,139551,564957,210485,25866,298594,44.7,41.6,48,16.4,13.6,19.5,19.7,14,25.8,8.3,15.1,0.9,11,15.8,5.9,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1623",1623,"Virginia","VA","Fredericksburg City",51630,2019,67.9,63.7,73.1,79.7,76.8,83,4.8,5,4.5,3.9,4.1,3.7,80.6,75,77.3,64.2,87.3,11,15.5,65641,85154,98779,32500,24689,41254,76144,37700,28639,47855,28622,92.9,62.3,22.1,0.2,2.7,0.1,5.4,7.1,10.7,10762,872,528,14,606,836,595,40,1464,47.5,46.9,48.1,23.4,18.6,27.7,17.2,13.1,21.1,5,10.4,0,6.9,11,3.1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,205,205,205,183.33,175,175,175,175,175,175,170,160,160,160,150,145,145,145,145,145,145,131.67,231.67,231.67,231.67,230,203.33,203.33,203.33,203.33,203.33,203.33,183.33,191.67,191.67,191.67,175,168.33,168.33,168.33,168.33,168.33,168.33,151.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,205,2,175,1,175,1,231.67,2,203.33,1,203.33,1,160,2,145,1,145,1,191.67,2,168.33,1,168.33,1,51,61.5,58.5,64.6,74.8,72.7,77.1,4,4.1,3.9,3.6,3.7,3.4,76.3,75.7,80.5,69.6,83.9,6.5,9.9,76456,93497,108457,40405,33628,46552,88689,46870,39008,54000,8535519,96.2,67,19.4,0.3,6.6,0.1,2.9,3.8,9.7,3191847,263423,124776,9100,132483,561540,203854,24241,295450,45.4,42,49,17.1,14.3,20.1,19,13.5,24.8,7.8,14.6,0.8,10.7,15.7,5.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1624",1624,"Virginia","VA","Fredericksburg City",51630,2020,65.2,59.4,72.1,76.6,71.1,82.5,5.8,6.5,5,5.1,5.5,4.6,75.2,71.9,77.2,49,87.5,8.1,13.9,69528,94833,109058,35213,24918,44453,79957,40495,28656,51121,29059,89.6,61.5,19,0.2,3.8,0.1,5,10.4,11.1,11059,828,750,8,472,995,730,47,1195,49.5,49.8,49.1,18.5,14.6,22.5,17.9,11.8,24.3,6.2,12,0.2,7.9,11.8,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,205,205,205,181.67,175,175,175,175,175,175,170,160,160,160,150,145,145,145,145,145,145,133.33,228.33,228.33,228.33,235,206.67,206.67,206.67,206.67,206.67,206.67,186.67,193.33,193.33,193.33,175,171.67,171.67,171.67,171.67,171.67,171.67,153.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,205,2,175,1,175,1,228.33,2,206.67,1,206.67,1,160,2,145,1,145,1,193.33,2,171.67,1,171.67,1,51,61,57.6,64.6,74.2,71.4,77.1,4.6,4.6,4.7,4.2,4.3,4.2,75.4,73.7,79.6,68.4,84.4,6.8,10,76398,93284,107277,40573,33347,47627,87858,46659,38349,54771,8509358,95.2,66.3,19,0.3,6.7,0.1,2.8,4.8,9.5,3184121,256341,137506,10682,136451,563345,211811,29024,288131,45.3,42.1,48.7,16.4,13.9,19.1,19.8,13.8,26.1,8,14.8,0.8,10.5,15.4,5.3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1625",1625,"Virginia","VA","Fredericksburg City",51630,2021,67.2,62.3,73,77.6,72.4,83.4,5,5.4,4.5,4.3,4.2,4.4,75.6,66.7,78.4,57.5,88.5,9.6,14.3,72293,100139,109152,38553,26538,46301,78799,42023,28926,50468,28027,90.4,61.9,20.7,0.1,3.5,0,4.3,9.6,11.3,11198,557,773,12,586,936,734,68,1080,49.9,49.2,50.6,16.5,13.6,19.5,18.3,11.6,24.9,6.2,12,0.5,9.1,13.7,4.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,60.3,56.7,64,73.9,71.2,76.7,4.8,5,4.6,4.5,4.8,4.3,75.8,72.8,80.6,66.8,84,6.9,10.2,80963,100763,109832,43963,36901,51234,88250,47920,40222,55845,8642274,90.5,60.8,18.4,0.4,6.8,0.1,4,9.5,10.2,3331461,248255,130212,10152,124205,577484,217779,29981,299900,48.3,45.2,51.7,15.4,12.8,18.2,18.3,13.1,23.9,7.5,13.6,0.9,10.6,15.4,5.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1626",1626,"Virginia","VA","Fredericksburg City",51630,2022,64.3,59.8,69.6,75.4,70.8,80.5,5.2,6.1,4.2,3.7,4.4,3,74,61.5,73,54.3,84.9,12.3,18,83445,121781,121781,40954,29424,49673,83445,40954,29424,49673,28258,90.9,59.9,21.5,0.2,3.8,0,5.5,9.1,11.7,11276,245,527,22,923,909,982,50,1501,49.8,46.6,53,15.7,13.8,17.6,18.4,13.6,23.2,6.4,12.1,0.8,9.6,14,5.3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,234.55,234.55,226.52,204.42,173.48,173.48,173.48,173.48,173.48,173.48,219.94,183.7,183.7,171.67,160.94,151.51,151.51,151.51,151.51,151.51,151.51,210,267.12,267.12,267.95,256.55,212.61,212.61,212.61,212.61,212.61,212.61,302.11,197.92,197.92,199.87,184.09,172.59,172.59,172.59,172.59,172.59,172.59,165.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,234.55,1,173.48,1,173.48,1,267.13,1,212.62,1,212.62,1,183.7,1,151.51,1,151.51,1,197.92,1,172.59,1,172.59,1,51,61,57.6,64.6,75.2,72.6,77.7,3.6,3.4,3.8,3.3,3.2,3.4,76.2,74,82.5,68.3,84.5,7.4,10.6,85873,107101,107101,48178,40560,55333,85873,48178,40560,55333,8683619,90.8,60.2,18.7,0.3,7,0.1,4.5,9.2,10.4,3380607,248871,121393,10241,129878,575344,196795,32133,294895,49.1,45.8,52.7,15,12.5,17.7,18.4,13.6,23.7,7.3,13.4,0.8,10.2,14.8,5.2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1627",1627,"Virginia","VA","Galax City",51640,2008,64.5,59.9,68.9,79,75.3,82.3,6.2,5.9,6.6,7,6.9,7.3,62.8,61.6,87.9,67,76.7,21.7,29.8,22786,50512,68191,22976,17820,28365,30761,31018,24057,38293,6809,99.9,92.2,6.4,0.6,0.1,0,0.6,0.1,8.2,3330,76,69,3,67,151,127,33,334,21.5,21.4,21.6,13.4,9.5,17.5,21.1,10.3,32.7,9.2,16.6,1.2,34.9,42.2,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,62.9,59,67.1,74.5,71.4,77.6,4.9,4.9,5,4.3,4.3,4.2,74.6,71.3,72.1,83.1,81,7.3,10.2,61233,73192,98809,32591,26607,40012,82665,43998,35919,54016,7769089,97.9,70.8,19.6,0.3,4.8,0.1,2.3,2.1,6.8,2961083,252781,149075,8908,135200,539328,219442,22301,274479,40.4,38.2,42.7,15.8,12.7,19,23.8,15.8,32.4,9.7,17.9,0.8,10.4,15.4,5.1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.901488095238095,1
"1628",1628,"Virginia","VA","Galax City",51640,2009,61.1,57.1,65.2,76,72.9,79.2,7,6.4,7.7,8,7.5,8.6,61,60.6,86.5,66,73.8,22.7,31.2,22105,52222,71544,23595,18103,29187,30284,32325,24801,39986,6806,100,93,6.4,0.6,0,0,0,0,7.8,3378,58,64,0,75,163,94,7,352,33.2,26,39.3,20.9,12.7,27.8,15.5,7.7,22.1,13.5,28.3,0.9,16.9,25.3,9.8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,104,104,104,100,88.5,88.5,88.5,88.5,88.5,88.5,85,72,72,72,64.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,114.5,114.5,114.5,110,100,100,100,100,100,100,90,76.93,76.93,76.93,73.5,75,75,75,75,75,75,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,104,2,88.5,1,88.5,1,114.5,2,100,1,100,1,72,2,65.5,1,65.5,1,76.93,2,75,1,75,1,51,60.5,57,64.3,72.3,69.4,73.9,7.4,6.9,7.9,6.6,6.2,7,74,71.3,71.2,82.1,80.9,7.5,10.5,59330,71270,97640,31968,26700,38274,81282,43796,36579,52435,7882590,97.6,70.4,19.6,0.3,5,0.1,2.2,2.4,7.2,2971489,242753,161544,9394,143100,534873,230975,25452,284262,41.5,39.6,43.6,15.8,12.9,18.8,23.7,16.1,31.8,9.3,17.2,1,9.6,14.1,4.8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.901488095238095,1
"1629",1629,"Virginia","VA","Galax City",51640,2010,48.4,45.2,52.7,66.6,62.8,71.2,8.5,10.2,6.5,9.3,11.3,7,70.8,61.6,85.3,65.1,76.5,23.5,32.3,22333,38513,52378,29926,23707,35294,30373,40699,32242,48000,6936,100,94,4.4,1.6,0,0,0,0,13.9,3326,25,57,0,85,246,102,0,479,31.6,25.9,36.7,20.4,7.9,31.6,16.9,10.6,22.5,13.5,27.6,0.9,17.6,28,8.2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,103,103,103,100,90,90,90,90,90,90,85,73,73,73,68,68,68,68,68,68,68,68,113,113,113,110,100,100,100,100,100,100,90,78,78,78,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2,90,1,90,1,113,2,100,1,100,1,73,2,68,1,68,1,78,2,75,1,75,1,51,59.7,56.8,62.9,71.4,69,73.9,7.9,7.3,8.5,7.3,6.6,7.9,74.6,69.3,70.1,80.8,83.6,7.7,11.1,49406,72476,98567,32527,27072,40326,67192,44237,36818,54843,8024617,97.3,69.5,19.6,0.3,5.5,0.1,2.4,2.7,7.9,2992732,236623,141072,10237,158892,550923,216713,26813,302394,42.1,39.8,44.4,16.2,13.3,19.3,23.4,16.3,30.8,8.7,16.4,0.7,9.6,14.2,4.8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.901488095238095,1
"1630",1630,"Virginia","VA","Galax City",51640,2011,50.5,48.7,52.6,68,66.6,69.6,3.8,4.3,3.2,4.3,5,3.5,70.1,59.3,85,64.8,72.1,19.5,27.6,24711,40363,52876,23402,20151,30586,32371,30657,26398,40068,6959,99.8,94.5,3.8,1.6,0,0,0,0.2,13.3,3525,17,46,0,133,208,82,0,494,24.8,19.9,29.1,23.4,13.3,32.4,20.1,14.7,25,13.9,28.2,1.2,17.9,23.9,12.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,102,102,102,100,91.5,91.5,91.5,91.5,91.5,91.5,85,74,74,74,71.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,111.5,111.5,111.5,110,100,100,100,100,100,100,95,86.5,86.5,86.5,76.5,75,75,75,75,75,75,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,102,2,91.5,1,91.5,1,111.5,2,100,1,100,1,74,2,70.5,1,70.5,1,86.5,2,75,1,75,1,51,59.8,56.2,63.8,71.3,68,74.6,7.6,7.3,7.8,7,6.9,7.1,73.7,69.4,69.7,80.3,83.9,8.2,11.5,61882,74500,97595,32993,27575,40286,81065,43221,36123,52775,8096604,97,69.4,19.5,0.3,5.6,0.1,2.1,3,8,2990650,241012,149253,9233,155026,530803,239222,29802,289812,42.3,39.6,45.2,17,14.5,19.6,22.9,16.4,29.9,8.5,15.6,0.8,9.4,14,4.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.901488095238095,1
"1631",1631,"Virginia","VA","Galax City",51640,2012,49.2,47.3,51.6,65.5,36.1,65.7,7,7.4,6.6,7.7,8.4,6.8,71.3,58.6,84.2,64.2,70.6,22.1,28.3,24059,39208,50578,20876,17286,26692,31036,26930,22299,34433,6942,98,93.4,3.9,0.5,0.1,0,0,2,14.1,3354,39,71,0,147,222,115,21,569,28.9,22.8,34.2,20.4,11.5,28.1,20.4,19.5,21.2,9.3,19.5,0.5,21,26.8,16,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,101,101,101,100,93,93,93,93,93,93,85,75,75,75,75,73,73,73,73,73,73,73,110,110,110,110,100,100,100,100,100,100,100,95,95,95,78,75,75,75,75,75,75,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2,93,1,93,1,110,1,100,1,100,1,75,1,73,1,73,1,95,2,75,1,75,1,51,60.2,56.9,63.7,72.2,75,69.4,6.9,6.6,7.3,6.3,6.1,6.5,74.6,69,69,79.5,83.7,8.6,11.7,61741,74485,96086,28629,38017,44776,79646,36931,49042,57761,8185867,96.8,69.2,19.3,0.3,5.7,0.1,2.3,3.2,8.4,3038967,179893,158207,9538,113325,431947,226260,31887,226219,41.9,39.5,44.5,16.9,14.1,20,23.1,16.4,30.2,8.5,15.8,0.8,9.6,14.3,4.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.901488095238095,1
